,y,prediction,leaf
0,3,2,126
1,2,2,127
2,1,1,12
3,3,2,126
4,2,2,127
5,1,1,12
6,2,2,126
7,2,2,127
8,1,1,12
9,5,2,126
12,5,2,126
13,2,2,127
14,1,1,12
15,2,2,126
16,2,2,127
17,1,1,12
18,5,2,126
19,2,2,127
20,1,1,12
21,5,2,126
22,2,2,127
23,1,1,12
24,2,2,126
25,2,2,127
26,1,1,12
27,5,2,126
28,2,2,127
29,1,1,12
30,5,2,126
31,2,2,127
32,1,1,12
33,2,2,126
34,2,2,127
35,1,1,12
36,5,2,126
37,2,2,127
38,1,1,12
39,5,2,126
40,2,2,127
41,1,1,12
42,2,2,126
43,2,2,127
44,1,1,12
45,5,2,126
46,2,2,127
47,1,1,12
50,1,1,12
51,2,2,126
52,2,2,127
53,1,1,12
54,5,2,126
55,2,2,127
56,1,1,12
57,5,2,126
58,2,2,127
59,1,1,12
60,2,2,126
61,2,2,127
62,1,1,12
63,5,2,126
64,2,2,127
65,1,1,12
66,5,2,126
67,2,2,127
68,1,1,12
69,2,2,126
70,2,2,127
72,5,2,126
73,2,2,127
74,1,1,12
75,5,2,126
76,2,2,127
77,1,1,12
78,2,2,126
79,2,2,127
80,1,1,12
81,5,2,126
82,2,2,127
83,1,1,12
85,2,2,127
86,1,1,12
87,2,2,126
88,2,2,127
89,1,1,12
90,2,2,126
91,2,2,127
93,2,2,126
94,2,2,127
95,1,1,12
96,2,2,126
97,2,2,127
98,1,1,12
99,2,2,126
100,2,2,127
101,1,1,12
102,2,2,126
103,2,2,127
105,2,2,126
106,2,2,127
107,1,1,12
108,5,2,126
109,2,2,127
110,1,1,12
111,5,2,126
112,2,2,127
113,1,1,12
114,2,2,126
115,2,2,127
116,1,1,12
117,2,2,126
118,2,2,127
120,2,2,126
121,2,2,127
123,2,2,126
124,2,2,127
126,2,2,126
127,2,2,127
129,2,2,126
130,2,2,127
131,1,1,12
132,2,2,126
133,2,2,127
134,1,1,12
135,2,2,126
136,2,2,127
137,1,1,12
138,2,2,126
139,2,2,127
140,1,1,12
141,2,2,126
142,2,2,127
143,1,1,12
144,2,2,126
146,1,1,12
147,2,2,126
148,2,2,127
149,1,1,12
150,2,2,126
151,2,2,127
153,2,2,126
154,2,2,127
156,2,2,126
157,2,2,127
158,1,1,12
159,2,2,126
160,2,2,127
161,1,1,12
162,5,2,126
163,2,2,127
165,5,2,126
166,2,2,127
167,1,1,12
169,2,2,127
170,1,1,12
172,2,2,127
173,1,1,12
174,2,2,126
175,2,2,127
176,1,1,12
177,2,2,126
179,1,1,12
181,2,2,127
182,1,1,12
183,2,2,126
184,2,2,127
185,1,1,12
186,2,2,126
187,2,2,127
188,1,1,12
189,2,2,126
191,1,1,12
192,2,2,126
193,2,2,127
194,1,1,12
195,2,2,126
196,2,2,127
197,1,1,12
198,2,2,126
199,2,2,127
200,1,1,12
201,2,2,126
202,2,2,127
203,1,1,12
204,2,2,126
205,2,2,127
206,1,1,12
207,2,2,126
208,2,2,127
209,1,1,12
210,2,2,126
211,2,2,127
212,1,1,12
213,2,2,126
214,2,2,127
215,1,1,12
216,5,2,126
217,2,2,127
218,1,1,12
219,5,2,126
220,2,2,127
221,1,1,12
223,2,2,127
224,1,1,12
225,5,2,126
226,2,2,127
227,1,1,12
228,5,2,126
229,2,2,127
230,1,1,12
231,2,2,126
232,2,2,127
233,1,1,12
235,2,2,127
236,1,1,12
238,2,2,127
239,1,1,12
240,2,2,126
241,2,2,127
242,1,1,12
243,5,2,126
244,2,2,127
245,1,1,12
246,5,2,126
247,2,2,127
249,2,2,126
250,2,2,127
251,1,1,12
252,2,2,126
253,2,2,127
254,1,1,12
255,2,2,126
256,2,2,127
257,1,1,12
258,2,2,126
260,1,1,12
261,2,2,126
262,2,2,127
263,1,1,12
264,2,2,126
265,2,2,127
266,1,1,12
268,2,2,127
269,1,1,12
270,5,2,126
271,2,2,127
272,1,1,12
273,5,2,126
274,2,2,127
275,1,1,12
276,2,2,126
277,2,2,127
278,1,1,12
280,2,2,127
281,1,1,12
282,5,2,126
283,2,2,127
284,1,1,12
285,2,2,126
286,2,2,127
287,1,1,12
288,5,2,126
289,2,2,127
290,1,1,12
291,5,2,126
292,2,2,127
293,1,1,12
294,2,2,126
295,2,2,127
296,1,1,12
297,5,2,126
298,2,2,127
299,1,1,12
300,5,2,126
303,2,2,126
304,2,2,127
305,1,1,12
306,2,2,126
307,2,2,127
308,1,1,12
310,2,2,127
311,1,1,12
313,2,2,127
315,2,2,126
316,2,2,127
317,1,1,12
318,2,2,126
319,2,2,127
320,1,1,12
321,2,2,126
322,2,2,127
324,5,2,126
325,2,2,127
326,1,1,12
327,5,2,126
328,2,2,127
329,1,1,12
330,2,2,126
331,2,2,127
333,2,2,126
334,2,2,127
335,1,1,12
336,2,2,126
338,1,1,12
339,2,2,126
340,2,2,127
341,1,1,12
342,2,2,126
343,2,2,127
344,1,1,12
346,2,2,127
347,1,1,12
348,2,2,126
349,2,2,127
350,1,1,12
351,2,2,126
352,2,2,127
353,1,1,12
354,2,2,126
355,2,2,127
356,1,1,12
357,2,2,126
358,2,2,127
359,1,1,12
360,2,2,126
361,2,2,127
362,1,1,12
363,2,2,126
364,2,2,127
366,2,2,126
367,2,2,127
368,1,1,12
