,0,1,2,3
0,0.0,0.0,1.0,0.0
1,0.0,0.0,1.0,0.0
2,0.0,0.0,1.0,0.0
3,0.0,0.0,1.0,0.0
4,0.0,0.0,1.0,0.0
5,0.0,0.0,1.0,0.0
6,0.0,0.0,1.0,0.0
7,0.0,0.0,1.0,0.0
8,0.0,0.0,1.0,0.0
9,0.0,0.0,1.0,0.0
10,0.5007235890014472,0.08972503617945007,0.3256150506512301,0.08393632416787265
11,0.5007235890014472,0.08972503617945007,0.3256150506512301,0.08393632416787265
12,0.0,0.0,1.0,0.0
13,0.5007235890014472,0.08972503617945007,0.3256150506512301,0.08393632416787265
14,0.5007235890014472,0.08972503617945007,0.3256150506512301,0.08393632416787265
15,0.0,0.0,1.0,0.0
16,0.5007235890014472,0.08972503617945007,0.3256150506512301,0.08393632416787265
17,0.5007235890014472,0.08972503617945007,0.3256150506512301,0.08393632416787265
18,0.0,0.0,1.0,0.0
19,0.5007235890014472,0.08972503617945007,0.3256150506512301,0.08393632416787265
20,0.5007235890014472,0.08972503617945007,0.3256150506512301,0.08393632416787265
21,0.0,0.0,1.0,0.0
22,0.5007235890014472,0.08972503617945007,0.3256150506512301,0.08393632416787265
23,0.5007235890014472,0.08972503617945007,0.3256150506512301,0.08393632416787265
24,0.5007235890014472,0.08972503617945007,0.3256150506512301,0.08393632416787265
25,0.0,0.0,1.0,0.0
26,0.0,0.0,1.0,0.0
27,0.0,0.0,1.0,0.0
28,0.0,0.0,1.0,0.0
29,0.0,0.0,1.0,0.0
30,0.0,0.0,1.0,0.0
31,0.0,0.0,1.0,0.0
32,0.0,0.0,1.0,0.0
33,0.5007235890014472,0.08972503617945007,0.3256150506512301,0.08393632416787265
34,0.5007235890014472,0.08972503617945007,0.3256150506512301,0.08393632416787265
35,0.0,0.0,1.0,0.0
36,0.5007235890014472,0.08972503617945007,0.3256150506512301,0.08393632416787265
37,0.5007235890014472,0.08972503617945007,0.3256150506512301,0.08393632416787265
38,0.0,0.0,1.0,0.0
39,0.5007235890014472,0.08972503617945007,0.3256150506512301,0.08393632416787265
40,0.5007235890014472,0.08972503617945007,0.3256150506512301,0.08393632416787265
41,0.0,0.0,1.0,0.0
42,0.5007235890014472,0.08972503617945007,0.3256150506512301,0.08393632416787265
43,0.5007235890014472,0.08972503617945007,0.3256150506512301,0.08393632416787265
44,0.0,0.0,1.0,0.0
45,0.5007235890014472,0.08972503617945007,0.3256150506512301,0.08393632416787265
46,0.0,0.0,1.0,0.0
47,0.5007235890014472,0.08972503617945007,0.3256150506512301,0.08393632416787265
48,0.5007235890014472,0.08972503617945007,0.3256150506512301,0.08393632416787265
49,0.0,0.0,1.0,0.0
50,0.0,0.0,1.0,0.0
51,0.0,0.0,1.0,0.0
52,0.0,0.0,1.0,0.0
53,0.0,0.0,1.0,0.0
54,0.0,0.0,1.0,0.0
55,0.0,0.0,1.0,0.0
56,0.0,0.0,1.0,0.0
57,0.0,0.0,1.0,0.0
58,0.0,0.0,1.0,0.0
59,0.5007235890014472,0.08972503617945007,0.3256150506512301,0.08393632416787265
60,0.5007235890014472,0.08972503617945007,0.3256150506512301,0.08393632416787265
61,0.0,0.0,1.0,0.0
62,0.5007235890014472,0.08972503617945007,0.3256150506512301,0.08393632416787265
63,0.5007235890014472,0.08972503617945007,0.3256150506512301,0.08393632416787265
64,0.0,0.0,1.0,0.0
65,0.5007235890014472,0.08972503617945007,0.3256150506512301,0.08393632416787265
66,0.5007235890014472,0.08972503617945007,0.3256150506512301,0.08393632416787265
67,0.0,0.0,1.0,0.0
68,0.5007235890014472,0.08972503617945007,0.3256150506512301,0.08393632416787265
69,0.5007235890014472,0.08972503617945007,0.3256150506512301,0.08393632416787265
70,0.0,0.0,1.0,0.0
71,0.5007235890014472,0.08972503617945007,0.3256150506512301,0.08393632416787265
72,0.0,0.0,1.0,0.0
73,0.5007235890014472,0.08972503617945007,0.3256150506512301,0.08393632416787265
74,0.0,0.0,1.0,0.0
75,0.0,0.0,1.0,0.0
76,0.0,0.0,1.0,0.0
77,0.0,0.0,1.0,0.0
78,0.0,0.0,1.0,0.0
79,0.0,0.0,1.0,0.0
80,0.0,0.0,1.0,0.0
81,0.0,0.0,1.0,0.0
82,0.5007235890014472,0.08972503617945007,0.3256150506512301,0.08393632416787265
83,0.5007235890014472,0.08972503617945007,0.3256150506512301,0.08393632416787265
84,0.0,0.0,1.0,0.0
85,0.5007235890014472,0.08972503617945007,0.3256150506512301,0.08393632416787265
86,0.5007235890014472,0.08972503617945007,0.3256150506512301,0.08393632416787265
87,0.0,0.0,1.0,0.0
88,0.5007235890014472,0.08972503617945007,0.3256150506512301,0.08393632416787265
89,0.5007235890014472,0.08972503617945007,0.3256150506512301,0.08393632416787265
90,0.5007235890014472,0.08972503617945007,0.3256150506512301,0.08393632416787265
91,0.5007235890014472,0.08972503617945007,0.3256150506512301,0.08393632416787265
92,0.0,0.0,1.0,0.0
93,0.5007235890014472,0.08972503617945007,0.3256150506512301,0.08393632416787265
94,0.5007235890014472,0.08972503617945007,0.3256150506512301,0.08393632416787265
95,0.0,0.0,1.0,0.0
96,0.5007235890014472,0.08972503617945007,0.3256150506512301,0.08393632416787265
97,0.5007235890014472,0.08972503617945007,0.3256150506512301,0.08393632416787265
98,0.0,0.0,1.0,0.0
99,0.0,0.0,1.0,0.0
100,0.0,0.0,1.0,0.0
101,0.0,0.0,1.0,0.0
102,0.0,0.0,1.0,0.0
103,0.0,0.0,1.0,0.0
