,y,prediction
0,1,1
2,1,1
3,1,2
5,1,1
6,1,1
7,1,1
8,1,1
9,1,1
10,1,1
11,1,1
12,1,1
13,2,1
16,1,1
17,1,2
18,2,2
19,1,1
20,2,2
21,1,1
22,1,1
23,1,2
24,2,2
25,1,1
26,2,2
29,1,1
30,1,1
31,2,1
32,2,1
33,1,1
34,2,1
35,2,1
36,1,1
37,2,1
38,1,1
39,1,1
40,1,1
41,1,1
42,1,1
44,2,2
45,2,2
46,1,1
47,2,2
49,2,2
50,1,1
51,2,1
53,2,1
54,1,1
55,1,1
57,1,1
58,1,1
59,1,1
60,2,2
61,1,1
62,2,2
64,1,2
65,1,2
66,2,1
67,1,1
68,2,1
69,1,1
70,1,2
71,2,2
72,1,1
73,1,1
74,1,1
75,1,1
77,1,1
78,2,2
79,2,2
80,1,2
81,2,2
84,1,1
85,2,1
86,1,1
87,2,2
88,1,1
89,1,1
90,2,2
91,1,1
92,1,1
93,1,1
94,1,1
95,1,1
96,2,1
99,1,2
100,1,2
101,2,1
102,2,2
103,2,2
104,2,2
105,2,1
106,2,1
108,2,2
109,1,1
110,1,1
111,1,1
112,1,1
113,1,1
114,1,1
118,1,2
120,1,1
121,1,1
122,2,2
124,1,2
125,2,1
126,1,1
127,2,1
128,1,1
129,2,1
130,2,1
131,2,2
132,2,1
133,1,1
134,1,1
135,1,1
136,2,1
137,1,1
138,2,1
139,2,1
140,2,2
141,1,1
142,2,2
143,2,2
145,1,2
146,1,1
147,2,1
148,1,1
149,2,2
150,1,1
151,1,1
152,1,1
153,2,2
156,1,1
157,1,1
158,1,1
159,2,1
161,1,2
162,2,2
163,1,1
164,1,1
165,1,1
166,2,2
167,1,1
168,1,1
169,1,1
171,1,1
172,1,1
173,1,1
176,1,1
177,1,1
178,1,2
179,1,1
180,1,2
181,1,1
182,1,2
183,1,1
184,1,2
185,1,1
186,1,2
187,1,1
188,1,2
189,1,1
190,1,2
191,1,1
192,1,2
193,1,1
194,1,1
195,1,1
196,1,1
198,1,1
199,1,1
200,1,1
201,1,1
202,1,1
203,1,1
204,2,1
205,1,1
206,2,1
207,1,1
208,2,1
210,1,1
211,1,1
212,2,1
213,1,1
214,2,1
215,1,1
217,1,1
218,1,1
219,1,1
220,1,1
221,1,1
222,1,1
223,1,1
224,1,1
225,1,1
227,1,1
229,1,1
230,2,2
231,1,1
232,2,2
233,1,1
234,1,2
235,1,1
236,2,2
237,1,1
238,2,2
239,1,1
240,2,2
241,1,1
242,1,1
243,1,1
244,2,1
245,1,1
246,2,1
247,1,1
248,2,1
249,1,1
250,2,1
251,2,1
252,1,1
254,1,1
255,2,1
256,1,1
257,1,1
258,2,1
259,2,1
260,1,1
261,2,1
262,1,1
263,2,1
264,1,1
265,1,1
266,1,1
267,1,1
268,1,1
270,1,1
271,1,1
272,1,1
273,1,1
274,1,2
275,1,1
276,2,2
277,1,1
278,2,2
279,1,1
280,2,2
281,1,1
282,1,2
283,1,1
284,2,2
285,1,1
287,1,1
288,2,2
289,1,1
290,1,1
291,1,1
292,2,1
293,1,1
295,1,1
296,2,1
297,1,1
298,2,1
299,2,1
300,1,1
301,2,1
302,1,1
303,2,1
304,1,1
305,1,1
306,2,1
307,2,1
308,1,1
309,2,1
310,1,1
312,1,1
313,1,1
315,1,1
317,1,1
319,1,1
320,1,1
321,1,1
322,1,1
323,1,2
324,2,2
325,1,2
326,2,2
328,2,2
329,1,1
330,1,1
331,1,2
332,2,2
333,1,2
334,2,2
335,1,2
336,2,2
337,1,2
338,1,2
339,1,1
340,2,1
341,1,1
342,2,1
343,1,1
345,1,2
346,2,2
347,2,1
348,1,1
349,2,1
350,1,1
351,2,1
352,1,1
353,1,2
354,2,2
355,2,1
356,1,1
357,2,1
358,1,1
359,2,1
360,1,1
361,1,1
362,1,1
363,1,1
364,2,1
365,1,1
366,2,1
367,1,1
368,2,1
369,1,1
370,2,1
371,2,2
372,1,2
373,2,2
374,1,2
375,2,2
376,1,2
378,2,1
379,2,2
380,1,2
381,2,2
382,1,2
383,2,2
384,1,2
385,1,2
386,2,2
387,2,1
388,1,1
389,2,1
390,1,1
391,2,1
392,1,1
393,2,2
394,1,2
395,1,1
396,1,1
397,1,1
398,1,1
399,1,1
400,1,1
401,2,2
402,1,2
403,1,1
404,1,1
405,1,1
406,1,1
407,1,1
408,1,1
409,1,1
410,1,1
411,1,1
412,2,1
413,1,1
414,2,1
415,1,1
416,2,1
417,1,1
418,2,1
419,2,2
420,1,2
421,2,2
422,1,2
423,2,2
424,1,2
425,1,1
426,2,1
427,2,2
428,1,2
430,1,2
432,1,2
433,1,2
434,2,2
435,2,1
436,1,1
437,2,1
438,1,1
440,1,1
441,2,2
442,1,2
443,1,1
444,1,1
445,1,1
446,1,1
448,1,1
449,2,2
450,1,2
451,1,1
452,1,1
453,1,1
454,1,1
455,1,1
456,1,1
457,1,1
458,1,1
459,1,1
460,1,1
461,1,1
462,1,1
463,1,1
465,1,1
466,1,1
467,1,2
468,2,2
469,1,2
470,2,2
471,1,2
472,2,2
473,1,1
474,1,1
475,1,2
476,2,2
478,2,2
479,1,2
480,2,2
483,1,1
484,2,1
485,1,1
486,2,1
487,1,1
488,2,1
489,1,2
490,2,2
491,2,1
492,1,1
493,2,1
494,1,1
495,2,1
496,1,1
497,1,2
498,2,2
499,2,1
500,1,1
501,2,1
502,1,1
503,2,1
504,1,1
505,1,1
506,1,1
507,1,1
508,2,1
509,1,1
510,2,1
511,1,1
512,2,1
513,1,1
514,2,1
515,2,2
516,1,2
517,2,2
518,1,2
519,2,2
520,1,2
521,1,1
522,2,1
523,2,2
524,1,2
525,2,2
526,1,2
527,2,2
528,1,2
529,1,2
530,2,2
531,2,1
532,1,1
533,2,1
534,1,1
535,2,1
536,1,1
537,2,2
539,1,1
540,1,1
542,1,1
543,1,1
544,1,1
545,2,2
546,1,2
547,1,1
548,1,1
550,1,1
551,1,1
552,1,1
553,1,1
554,1,1
555,1,1
556,2,1
557,1,1
558,2,1
559,1,1
560,2,1
561,1,1
562,2,1
563,2,2
564,1,2
565,2,2
566,1,2
567,2,2
568,1,2
569,1,1
570,2,1
571,2,2
572,1,2
573,2,2
574,1,2
576,1,2
577,1,2
578,2,2
579,2,1
580,1,1
581,2,1
582,1,1
583,2,1
585,2,2
586,1,2
588,1,1
589,1,1
590,1,1
591,1,1
593,2,2
594,1,2
595,1,1
596,1,1
597,1,1
598,1,1
599,1,1
600,1,1
