,y,prediction
0,2,2
1,2,2
2,2,2
3,2,2
4,2,2
5,2,2
6,2,2
7,2,2
8,2,2
9,2,2
10,1,1
11,1,1
12,1,1
14,1,1
15,1,1
16,1,1
17,1,1
18,1,1
20,1,1
21,1,1
22,1,1
23,1,1
24,1,1
25,1,1
29,1,1
30,2,2
31,1,1
32,1,1
33,1,1
34,1,1
35,1,1
36,2,2
37,1,1
38,1,1
39,1,1
40,1,1
41,2,2
42,1,1
43,1,1
45,1,1
46,1,1
47,2,2
48,2,2
49,1,1
50,1,1
52,1,1
53,1,1
54,1,1
55,1,1
57,1,2
58,1,2
59,1,1
60,1,1
61,2,2
63,2,2
64,2,1
65,2,2
67,2,2
68,2,2
69,2,2
70,2,2
71,2,2
72,2,2
73,2,2
74,2,1
75,2,1
76,2,2
77,2,2
78,1,1
79,2,2
80,1,1
81,1,2
82,1,2
83,2,2
86,1,2
87,2,2
88,2,2
89,2,2
93,1,1
94,1,1
95,1,1
96,1,1
97,2,2
98,1,2
99,2,2
100,1,1
102,2,2
104,2,2
105,1,1
106,1,1
107,2,2
108,2,2
110,2,2
111,2,2
112,2,2
113,2,1
114,2,2
115,2,2
116,2,2
117,2,2
118,2,2
119,2,2
120,2,2
121,2,2
122,2,2
123,2,2
124,2,2
125,2,2
126,2,2
127,2,2
128,2,2
130,2,2
131,2,2
132,2,2
133,2,2
134,2,1
136,2,1
137,2,1
138,2,1
139,2,1
140,2,2
141,2,2
142,2,2
143,2,2
144,2,2
145,2,2
146,2,2
147,2,2
148,2,2
150,2,2
151,2,2
152,2,2
153,2,2
154,2,2
156,2,2
157,2,2
158,2,2
159,2,2
160,2,2
161,2,2
162,2,2
163,2,2
164,2,2
166,2,2
167,2,2
168,2,2
170,2,2
171,2,2
172,2,2
173,2,2
174,1,1
175,1,1
176,1,1
177,1,1
178,1,1
179,1,1
180,2,2
181,2,2
183,1,1
184,1,1
185,1,1
186,1,1
187,1,1
188,2,2
189,2,2
191,1,1
192,1,1
193,1,1
194,1,1
195,1,1
197,2,2
198,1,1
199,1,1
200,1,1
201,1,1
202,1,1
203,1,1
204,2,2
205,2,2
206,1,1
207,1,1
208,1,1
210,1,1
211,1,1
212,2,2
213,2,2
214,1,1
215,1,1
216,1,1
217,1,1
219,1,1
220,2,2
221,2,2
222,1,1
223,1,1
225,1,1
227,1,1
228,2,2
229,2,2
230,1,1
231,1,1
232,1,1
233,1,1
234,1,1
235,1,1
237,2,2
238,1,1
239,1,1
240,1,1
241,1,1
242,1,1
243,1,1
244,2,2
246,1,1
247,1,1
248,1,1
250,1,1
251,1,1
252,2,2
253,2,2
254,1,1
255,1,1
256,1,1
257,1,1
258,1,1
259,1,1
260,2,2
261,2,2
262,1,1
263,1,1
264,1,1
265,1,1
266,1,1
267,1,1
268,2,2
269,2,2
270,1,1
271,1,1
272,1,1
273,1,1
274,1,1
275,1,1
276,2,2
277,2,2
278,1,1
279,1,1
280,1,1
281,1,1
282,1,1
283,1,1
284,2,2
285,2,2
286,1,1
287,1,1
288,1,1
289,1,1
290,1,1
292,2,2
293,2,2
294,1,1
295,1,1
296,1,1
297,1,1
298,1,1
299,1,1
300,2,2
301,2,2
303,1,2
304,1,2
305,1,2
306,1,2
308,2,2
309,2,2
310,1,1
311,1,1
312,1,1
313,1,1
314,1,1
315,1,1
316,2,2
317,2,2
318,2,2
319,2,2
320,2,2
321,2,2
322,2,2
323,2,2
324,2,2
325,2,2
326,2,1
328,2,1
329,2,1
330,2,1
331,2,1
332,2,2
333,2,2
334,2,1
335,2,2
336,2,1
337,2,2
338,2,1
339,2,2
340,2,2
341,2,2
342,2,2
343,2,2
344,2,2
346,2,2
347,2,2
348,2,2
349,2,2
351,2,1
