,y,prediction,leaf
0,3,5,501
2,1,1,5
3,3,5,501
4,2,2,254
5,1,1,5
6,2,2,500
7,2,2,255
8,1,1,5
9,5,5,501
10,2,2,255
11,1,1,5
12,5,5,501
13,2,2,254
14,1,1,5
15,2,2,500
16,2,2,255
17,1,1,5
18,5,2,502
19,2,2,255
20,1,1,5
21,5,2,502
22,2,2,254
23,1,1,5
24,2,2,502
25,2,2,255
26,1,1,5
27,5,2,502
28,2,2,255
29,1,1,5
30,5,2,502
31,2,2,254
32,1,1,5
33,2,2,502
34,2,2,255
35,1,1,5
36,5,2,502
37,2,2,255
38,1,1,5
39,5,2,502
40,2,2,254
41,1,1,5
42,2,2,502
43,2,2,255
44,1,1,5
45,5,2,502
46,2,2,255
47,1,1,5
48,5,2,502
49,2,2,254
50,1,1,5
51,2,2,502
52,2,2,255
53,1,1,5
54,5,5,501
55,2,2,255
56,1,1,5
57,5,5,501
59,1,1,5
60,2,2,500
61,2,2,255
62,1,1,5
63,5,5,501
64,2,2,255
65,1,1,5
67,2,2,254
68,1,1,5
69,2,2,500
70,2,2,255
71,1,1,5
72,5,2,503
73,2,2,255
74,1,1,5
75,5,2,503
76,2,2,254
77,1,1,5
78,2,2,503
79,2,2,255
80,1,1,5
81,5,2,503
83,1,1,5
84,5,2,503
85,2,2,254
86,1,1,5
88,2,2,255
89,1,1,5
90,2,2,503
91,2,2,255
92,1,1,5
93,2,2,503
94,2,2,254
95,1,1,5
97,2,2,255
98,1,1,5
99,2,2,503
100,2,2,255
101,1,1,5
102,2,2,503
103,2,2,254
104,1,1,5
105,2,2,503
107,1,1,5
108,5,5,501
109,2,2,255
110,1,1,5
111,5,5,501
112,2,2,254
113,1,1,5
114,2,2,500
115,2,2,255
116,1,1,5
117,2,5,501
118,2,2,255
119,1,1,5
120,2,5,501
121,2,2,254
122,1,1,5
123,2,2,500
124,2,2,255
125,1,1,5
126,2,2,503
127,2,2,255
128,1,1,5
129,2,2,503
130,2,2,254
131,1,1,5
132,2,2,503
133,2,2,255
134,1,1,5
136,2,2,255
137,1,1,5
138,2,2,503
139,2,2,254
140,1,1,5
141,2,2,503
142,2,2,255
143,1,1,5
145,2,2,255
146,1,1,5
147,2,2,503
148,2,2,254
150,2,2,503
151,2,2,255
152,1,1,5
153,2,2,503
154,2,2,255
155,1,1,5
157,2,2,254
158,1,1,5
159,2,2,503
160,2,2,255
161,1,1,5
162,5,5,501
163,2,2,255
164,1,1,5
165,5,5,501
166,2,2,254
167,1,1,5
168,2,2,500
169,2,2,255
170,1,1,5
171,2,5,501
172,2,2,255
173,1,1,5
174,2,5,501
176,1,1,5
177,2,2,500
178,2,2,255
179,1,1,5
180,2,2,503
181,2,2,255
182,1,1,5
183,2,2,503
184,2,2,254
186,2,2,503
187,2,2,255
188,1,1,5
189,2,2,503
190,2,2,255
191,1,1,5
192,2,2,503
193,2,2,254
194,1,1,5
195,2,2,503
196,2,2,255
197,1,1,5
198,2,2,503
199,2,2,255
200,1,1,5
201,2,2,503
202,2,2,254
204,2,2,503
205,2,2,255
206,1,1,5
207,2,2,503
209,1,1,5
210,2,2,503
211,2,2,254
212,1,1,5
213,2,2,503
214,2,2,255
215,1,1,5
217,2,2,255
219,5,5,501
220,2,2,254
221,1,1,5
222,2,2,500
223,2,2,255
224,1,1,5
225,5,5,501
226,2,2,255
227,1,1,5
228,5,5,501
229,2,2,254
230,1,1,5
231,2,2,500
232,2,2,255
233,1,1,5
234,5,2,502
235,2,2,255
236,1,1,5
237,5,2,502
238,2,2,254
239,1,1,5
240,2,2,502
241,2,2,255
243,5,2,502
244,2,2,255
245,1,1,5
246,5,2,502
247,2,2,254
248,1,1,5
249,2,2,502
250,2,2,255
251,1,1,5
253,2,2,255
254,1,1,5
255,2,2,502
256,2,2,254
257,1,1,5
258,2,2,502
259,2,2,255
261,2,2,502
262,2,2,255
263,1,1,5
264,2,2,502
265,2,2,254
266,1,1,5
267,2,2,502
268,2,2,255
269,1,1,5
270,5,5,501
272,1,1,5
273,5,5,501
274,2,2,254
276,2,2,500
277,2,2,255
278,1,1,5
279,5,5,501
280,2,2,255
281,1,1,5
282,5,5,501
283,2,2,254
284,1,1,5
285,2,2,500
286,2,2,255
289,2,2,255
290,1,1,5
291,5,2,503
292,2,2,254
293,1,1,5
295,2,2,255
297,5,2,503
298,2,2,255
299,1,1,5
300,5,2,503
301,2,2,254
302,1,1,5
303,2,2,503
305,1,1,5
306,2,2,503
307,2,2,255
308,1,1,5
309,2,2,503
310,2,2,254
312,2,2,503
313,2,2,255
314,1,1,5
315,2,2,503
317,1,1,5
318,2,2,503
319,2,2,254
321,2,2,503
322,2,2,255
323,1,1,5
324,5,5,501
325,2,2,255
326,1,1,5
327,5,5,501
328,2,2,254
331,2,2,255
332,1,1,5
333,2,5,501
334,2,2,255
335,1,1,5
336,2,5,501
337,2,2,254
338,1,1,5
339,2,2,500
340,2,2,255
341,1,1,5
342,2,2,503
343,2,2,255
344,1,1,5
345,2,2,503
346,2,2,254
347,1,1,5
348,2,2,503
349,2,2,255
350,1,1,5
351,2,2,503
352,2,2,255
353,1,1,5
354,2,2,503
355,2,2,254
356,1,1,5
357,2,2,503
358,2,2,255
359,1,1,5
360,2,2,503
361,2,2,255
362,1,1,5
363,2,2,503
364,2,2,254
365,1,1,5
366,2,2,503
367,2,2,255
368,1,1,5
369,2,2,503
371,1,1,5
372,2,2,503
373,2,2,254
374,1,1,5
375,2,2,503
376,2,2,255
377,1,1,5
379,2,2,255
380,1,1,5
381,5,5,501
382,2,2,254
383,1,1,5
384,2,2,500
385,2,2,255
386,1,1,5
387,2,5,501
388,2,2,255
391,2,2,254
392,1,1,5
393,2,2,500
394,2,2,255
395,1,1,5
396,2,2,503
397,2,2,255
398,1,1,5
399,2,2,503
400,2,2,254
401,1,1,5
