,y,prediction,leaf
1,1,1,472
2,1,1,462
3,1,1,470
4,1,1,472
5,1,1,473
6,1,1,381
7,1,1,471
8,1,1,475
9,1,1,428
10,1,1,471
11,1,1,475
12,1,1,474
13,1,1,475
14,1,1,475
15,1,1,295
16,1,1,471
17,1,1,472
18,1,1,472
19,1,1,462
20,1,1,472
21,1,1,472
22,1,1,462
23,1,1,470
24,1,1,335
25,1,1,471
26,1,1,473
27,1,1,343
28,1,1,471
29,1,1,473
30,1,1,335
31,1,1,468
32,1,1,473
34,1,1,475
35,2,1,473
36,1,1,332
37,1,1,475
38,1,1,471
39,1,1,472
40,1,1,472
41,1,1,462
42,1,1,472
43,1,1,472
44,1,1,383
45,1,1,447
46,1,1,468
47,1,1,475
48,1,1,317
49,1,1,478
50,1,1,478
51,1,1,447
52,1,1,470
54,1,1,475
55,1,1,472
57,1,1,350
58,1,1,471
59,1,1,350
60,1,1,471
61,1,1,471
62,1,1,471
63,1,1,469
64,1,1,472
65,1,1,475
66,1,1,381
67,1,1,446
68,1,1,471
69,1,1,472
70,1,1,424
71,1,1,475
72,1,1,475
73,1,1,447
75,1,1,475
76,1,1,103
77,1,1,475
79,1,1,471
80,1,1,429
81,1,1,475
82,1,1,471
83,1,1,473
84,1,1,475
85,1,1,440
86,1,1,103
87,1,1,475
88,1,1,440
89,1,1,475
90,1,1,440
92,1,1,475
93,1,1,424
95,1,1,471
96,1,1,428
97,1,1,471
98,1,1,475
99,1,1,473
100,1,1,475
101,1,1,343
102,1,1,471
103,1,1,472
104,1,1,472
105,1,1,472
108,1,1,428
109,1,1,475
110,1,1,429
111,1,1,474
112,1,1,470
113,1,1,447
115,1,1,469
116,1,1,474
117,1,1,103
118,1,1,428
119,1,1,103
122,1,1,443
124,1,1,428
125,1,1,447
126,1,1,473
127,1,1,440
128,1,1,447
129,1,1,428
130,1,1,475
131,1,1,103
132,1,1,428
134,1,1,446
135,1,1,442
136,1,1,471
137,1,1,447
138,1,1,447
139,1,1,183
140,1,1,335
141,1,1,446
142,1,1,471
143,1,1,440
144,1,1,471
145,1,1,103
146,1,1,475
147,1,1,183
148,1,1,471
149,1,1,440
150,1,1,440
151,1,1,475
152,1,1,428
154,1,1,471
155,1,1,428
157,1,1,472
158,1,1,429
159,2,1,316
161,1,1,347
163,1,1,475
164,1,1,335
165,1,1,103
167,1,1,475
168,1,1,291
169,1,1,103
170,1,1,441
171,1,1,299
172,1,1,473
173,1,1,350
174,1,1,447
177,1,1,429
178,1,1,473
179,1,1,316
180,1,1,429
181,1,1,335
182,1,1,428
184,1,1,473
185,1,1,472
186,1,1,473
187,1,1,446
188,1,1,428
189,1,1,429
190,1,1,299
191,1,1,446
192,1,1,316
193,1,2,334
194,1,1,428
195,1,1,440
196,1,1,335
197,1,1,350
198,1,1,440
199,1,1,335
200,1,1,446
201,1,1,428
202,2,1,424
203,1,1,303
204,1,1,303
205,1,1,436
206,1,1,446
207,1,1,475
208,1,1,440
210,1,1,428
211,1,1,103
212,1,1,446
213,1,1,447
214,1,2,339
215,1,1,335
216,1,1,335
217,1,1,335
218,2,1,428
219,1,1,202
220,1,1,403
221,1,1,436
222,1,1,446
223,1,1,317
224,1,1,447
225,1,1,475
226,1,1,475
228,1,1,475
229,1,1,447
230,1,1,335
231,1,1,475
232,1,1,380
233,1,1,447
234,1,1,335
235,1,1,473
236,1,1,397
237,1,1,475
238,2,1,397
240,1,1,288
241,1,1,438
242,1,1,103
244,1,1,440
245,1,1,291
246,1,1,397
247,1,1,317
248,1,1,447
249,1,1,473
250,2,1,316
251,1,1,202
252,1,1,211
253,2,2,302
254,1,1,301
255,1,1,316
256,2,1,316
257,1,1,303
258,2,2,398
259,1,1,330
260,1,1,416
262,2,1,343
263,1,1,347
264,1,1,97
265,1,1,331
266,2,1,428
267,1,1,331
268,1,1,400
269,1,2,346
270,1,1,447
271,1,1,335
272,1,1,350
273,2,1,343
274,2,1,330
275,1,1,288
276,1,1,438
277,2,1,298
278,1,1,299
279,2,2,290
280,1,1,298
282,1,1,288
283,2,1,330
284,2,2,328
285,2,2,336
286,1,1,338
287,1,1,331
288,1,1,473
289,1,1,473
290,1,1,473
291,1,1,473
292,1,1,471
293,1,1,473
294,1,1,473
295,2,2,340
296,2,2,344
297,1,1,347
298,1,1,330
299,2,2,346
300,1,1,203
301,2,2,402
302,1,1,347
304,2,1,330
305,2,2,336
307,1,1,403
308,2,2,346
309,1,1,347
310,1,1,473
311,1,1,473
312,1,1,473
313,1,1,424
314,1,1,425
315,2,2,334
316,1,1,203
317,1,1,401
318,2,2,339
319,1,1,203
320,1,1,403
321,1,1,437
322,2,2,340
323,2,1,347
324,1,1,347
325,1,1,289
326,1,1,303
327,2,1,303
328,1,1,289
329,2,1,416
330,1,2,339
331,1,1,473
332,1,1,473
333,1,1,471
334,2,1,442
335,1,1,345
337,1,1,347
338,1,1,337
339,2,2,346
340,2,2,336
341,2,1,345
342,1,1,341
343,2,2,346
344,1,1,347
345,1,1,345
346,1,1,331
347,1,1,348
348,2,1,473
349,1,1,347
350,2,2,156
351,2,1,289
352,1,1,303
353,2,2,342
354,1,1,203
355,1,1,438
356,2,2,340
357,1,1,341
358,1,1,438
359,1,1,475
361,1,1,317
362,1,1,299
363,2,2,426
364,1,1,97
365,1,1,472
366,1,1,462
367,1,1,462
368,1,1,462
369,1,1,462
370,1,1,462
371,1,1,462
372,1,1,462
373,1,1,462
374,1,1,462
375,1,1,225
376,2,1,380
377,1,1,347
378,2,2,346
379,1,1,331
380,2,2,334
381,1,1,331
382,1,1,380
383,2,2,346
384,1,1,347
386,1,1,330
387,1,1,330
388,1,1,183
389,2,2,333
390,1,2,302
391,2,1,289
392,1,1,303
393,1,1,317
394,1,1,473
395,1,1,462
396,1,1,453
398,1,1,289
399,1,1,299
400,2,2,377
401,1,1,185
402,1,1,183
403,2,1,353
404,2,2,302
405,1,1,71
406,2,2,136
407,1,1,381
408,1,1,467
410,2,2,354
411,1,1,183
412,1,1,352
413,2,1,356
414,1,1,185
415,1,1,183
417,1,1,462
418,2,2,296
419,1,1,71
420,2,1,303
421,2,2,67
422,2,2,302
424,2,2,64
425,1,1,71
426,1,1,303
427,2,2,296
428,1,1,71
431,1,1,301
432,1,1,454
433,2,1,301
434,1,1,329
435,1,1,81
436,1,1,382
437,2,1,462
438,2,2,60
439,1,1,380
440,1,1,466
441,1,1,475
442,2,2,77
444,2,2,67
445,2,2,300
446,1,1,303
448,1,1,299
449,1,1,301
450,1,1,294
452,2,2,360
453,1,1,183
454,1,1,183
455,1,1,381
456,1,1,471
457,1,1,472
458,1,1,462
459,1,1,462
460,1,1,183
461,1,1,381
462,1,1,471
463,1,1,183
465,1,1,183
466,1,1,355
468,1,1,157
469,1,1,463
470,1,1,462
471,2,1,454
472,2,2,70
473,1,1,301
474,1,1,278
475,1,1,185
476,1,1,361
477,1,1,471
478,1,1,463
479,1,1,186
480,1,1,186
481,1,1,185
482,1,1,474
483,1,1,381
484,1,1,355
485,1,1,183
486,1,1,355
487,1,1,358
488,1,1,183
489,1,1,363
490,1,1,355
491,1,1,381
492,1,1,381
494,1,1,345
495,1,1,376
496,1,1,456
498,1,1,462
499,1,1,462
501,1,1,463
502,2,2,224
503,1,1,356
504,2,2,67
505,1,1,62
506,1,1,277
507,1,1,463
508,1,1,278
509,1,1,303
510,1,1,277
511,1,1,137
512,1,1,381
513,1,1,462
514,1,1,185
515,1,1,357
516,1,1,471
518,1,1,381
519,1,1,183
520,1,1,467
521,1,1,472
522,1,1,452
523,1,1,76
524,1,1,469
525,1,1,185
526,1,1,473
527,1,1,185
528,1,1,469
529,1,1,468
530,1,1,469
531,1,1,278
532,2,1,303
533,1,1,71
534,2,1,473
535,1,1,303
536,1,1,467
537,1,1,467
538,1,1,379
539,1,1,462
540,1,1,462
541,1,1,462
542,1,1,462
543,1,1,186
544,1,1,379
545,1,1,332
546,1,1,471
547,1,1,183
548,1,1,357
551,1,1,470
552,1,1,277
553,2,2,67
554,2,2,302
555,1,1,303
556,2,2,302
557,1,1,299
558,1,1,318
559,1,1,303
560,1,1,318
561,1,1,471
562,1,1,462
563,1,1,462
564,1,1,462
565,2,2,184
566,1,1,381
567,1,1,358
568,1,1,383
570,1,1,358
571,1,1,383
572,1,1,382
574,1,1,183
575,1,1,382
576,1,1,471
577,1,1,471
579,1,1,463
580,1,1,225
581,1,1,185
582,1,1,471
583,1,1,463
584,1,1,462
585,1,1,225
586,1,1,472
587,1,1,472
588,1,1,468
589,2,2,378
590,1,1,383
592,1,1,376
593,2,1,468
594,1,1,359
595,1,1,183
596,2,2,464
597,1,1,383
598,1,1,225
599,1,1,465
600,1,1,357
601,1,1,225
602,1,1,471
603,1,1,383
604,1,1,458
605,1,1,462
606,1,1,463
607,2,1,458
608,1,1,359
610,1,1,297
612,2,2,67
613,2,2,182
614,1,1,185
616,1,1,358
617,2,2,378
618,1,1,376
619,1,1,376
620,1,1,381
622,1,1,357
623,1,1,381
624,1,1,357
