,y,prediction,leaf
0,1,1,20
1,1,1,25
2,1,1,27
3,1,2,21
4,1,1,27
5,1,1,27
6,1,1,27
7,1,1,27
8,1,1,27
10,1,2,16
11,1,2,26
12,1,2,26
13,2,1,17
14,1,1,17
15,2,1,17
16,1,1,20
17,1,2,21
18,2,2,21
19,1,1,27
20,2,2,21
21,1,1,27
22,1,1,27
23,1,2,21
24,2,2,21
25,1,1,27
26,2,2,21
27,1,1,27
28,2,2,21
29,1,1,24
30,1,1,24
31,2,2,26
32,2,2,26
33,1,2,26
34,2,2,18
35,2,2,26
38,1,1,19
39,1,1,20
41,1,1,25
42,1,1,20
43,1,1,27
44,2,2,21
45,2,2,21
46,1,1,27
47,2,2,21
48,1,1,27
49,2,2,21
52,1,1,25
53,2,2,18
54,1,1,19
55,1,1,19
56,2,2,26
57,1,1,29
58,1,2,23
59,1,1,29
60,2,2,23
61,1,2,23
62,2,2,23
63,2,2,23
64,1,1,30
65,1,1,28
66,2,2,16
67,1,1,28
68,2,1,30
70,1,1,30
71,2,1,17
72,1,1,17
74,1,1,17
75,1,1,29
76,2,2,23
77,1,2,31
79,2,2,31
80,1,2,23
81,2,2,31
82,1,1,28
83,1,1,19
84,1,1,19
85,2,1,28
86,1,1,19
87,2,2,31
88,1,1,19
89,1,2,31
90,2,2,31
91,1,2,31
93,1,1,19
94,1,1,29
95,1,1,22
96,2,1,22
97,1,2,31
98,2,2,31
99,1,1,22
100,1,1,22
101,2,1,22
102,2,2,31
104,2,2,18
106,2,1,28
107,1,1,19
108,2,2,31
109,1,2,31
110,1,1,19
111,1,2,31
113,1,1,19
115,1,2,23
116,2,2,23
117,2,2,23
119,2,2,23
121,1,2,23
122,2,2,23
123,2,2,23
124,1,1,28
125,2,2,16
126,1,1,28
127,2,2,16
128,1,1,28
129,2,2,16
130,2,1,30
131,2,1,17
132,2,1,30
133,1,1,17
134,1,1,17
135,1,2,23
136,2,2,23
137,1,1,29
138,2,2,23
139,2,2,23
140,2,2,31
141,1,2,31
142,2,2,31
143,2,2,31
144,1,2,23
145,1,1,28
146,1,1,19
148,1,1,19
149,2,2,31
150,1,2,31
151,1,1,19
152,1,1,19
153,2,2,31
154,1,1,19
155,1,1,19
156,1,1,29
157,1,1,29
159,2,1,22
160,1,1,22
161,1,1,28
162,2,2,31
163,1,2,31
164,1,2,31
165,1,1,19
166,2,2,31
167,1,2,31
168,1,1,19
169,1,1,25
170,1,1,20
172,1,1,20
173,1,1,25
174,1,1,20
175,1,1,25
176,1,1,20
177,1,1,27
178,1,2,21
179,1,1,27
180,1,2,21
181,1,1,27
183,1,1,27
184,1,2,21
185,1,1,27
186,1,2,21
187,1,1,27
188,1,2,21
189,1,1,27
190,1,2,21
191,1,1,27
192,1,2,21
193,1,1,25
194,1,2,16
195,1,1,25
197,1,1,25
198,1,2,16
199,1,1,25
200,1,2,16
201,1,2,26
202,1,1,17
203,1,2,26
204,2,1,17
205,1,2,26
206,2,1,17
207,1,2,26
208,2,1,17
209,1,2,26
210,1,1,17
212,2,1,17
213,1,2,26
214,2,1,17
215,1,2,26
216,2,1,17
217,1,1,24
218,1,1,20
219,1,1,24
220,1,1,20
221,1,1,24
222,1,1,20
225,1,1,27
226,1,2,21
227,1,1,27
228,2,2,21
229,1,1,27
230,2,2,21
231,1,1,27
232,2,2,21
233,1,1,27
235,1,1,27
236,2,2,21
237,1,1,27
238,2,2,21
239,1,1,27
240,2,2,21
242,1,2,18
243,1,1,24
246,2,1,19
247,1,1,24
248,2,1,19
249,1,2,26
250,2,2,18
251,2,2,26
253,2,2,26
254,1,1,19
255,2,2,26
256,1,1,19
257,1,2,26
258,2,2,18
259,2,2,26
260,1,1,19
261,2,2,26
262,1,1,19
263,2,2,26
264,1,1,19
265,1,1,25
266,1,1,20
267,1,1,25
268,1,1,20
269,1,1,25
270,1,1,20
271,1,1,25
272,1,1,20
273,1,1,27
275,1,1,27
276,2,2,21
277,1,1,27
278,2,2,21
279,1,1,27
280,2,2,21
281,1,1,27
282,1,2,21
283,1,1,27
284,2,2,21
285,1,1,27
286,2,2,21
287,1,1,27
288,2,2,21
289,1,1,25
290,1,2,18
291,1,1,25
292,2,1,19
293,1,1,25
294,2,1,19
295,1,1,25
296,2,1,19
297,1,2,26
298,2,2,18
299,2,2,26
300,1,1,19
301,2,2,26
302,1,1,19
303,2,2,26
304,1,1,19
307,2,2,26
308,1,1,19
309,2,2,26
310,1,1,19
311,2,2,26
312,1,1,19
314,1,2,23
315,1,1,29
316,1,2,23
317,1,1,29
318,1,2,23
319,1,1,29
320,1,2,23
321,1,1,30
322,1,2,23
323,1,1,30
324,2,2,23
325,1,1,30
327,1,1,30
328,2,2,23
329,1,1,30
330,1,2,23
332,2,2,23
333,1,1,30
334,2,2,23
335,1,1,30
336,2,2,23
337,1,1,28
338,1,2,16
339,1,1,28
340,2,2,16
341,1,1,28
342,2,2,16
343,1,1,28
344,2,2,16
345,1,1,30
346,2,1,17
348,1,1,17
350,1,1,17
352,1,1,17
353,1,1,30
354,2,1,17
355,2,1,30
356,1,1,17
357,2,1,30
358,1,1,17
361,1,1,29
363,1,1,29
364,2,2,23
365,1,1,29
366,2,2,23
367,1,1,29
368,2,2,23
369,1,2,31
370,2,2,23
371,2,2,31
372,1,2,23
373,2,2,31
374,1,2,23
375,2,2,31
376,1,2,23
377,1,2,31
378,2,2,23
379,2,2,31
380,1,2,23
381,2,2,31
382,1,2,23
383,2,2,31
385,1,1,28
386,2,2,18
387,2,1,28
388,1,1,19
389,2,1,28
390,1,1,19
391,2,1,28
392,1,1,19
393,2,2,31
394,1,2,18
395,1,2,31
396,1,1,19
397,1,2,31
398,1,1,19
399,1,2,31
400,1,1,19
401,2,2,31
402,1,2,18
404,1,1,19
405,1,2,31
406,1,1,19
407,1,2,31
408,1,1,19
409,1,1,29
410,1,1,22
411,1,1,29
412,2,1,22
413,1,1,29
414,2,1,22
415,1,1,29
416,2,1,22
417,1,2,31
418,2,1,22
419,2,2,31
420,1,1,22
421,2,2,31
422,1,1,22
423,2,2,31
425,1,2,31
426,2,1,22
427,2,2,31
428,1,1,22
429,2,2,31
430,1,1,22
431,2,2,31
432,1,1,22
434,2,2,18
435,2,1,28
436,1,1,19
437,2,1,28
438,1,1,19
439,2,1,28
440,1,1,19
441,2,2,31
442,1,2,18
443,1,2,31
444,1,1,19
445,1,2,31
446,1,1,19
447,1,2,31
448,1,1,19
449,2,2,31
450,1,2,18
451,1,2,31
452,1,1,19
453,1,2,31
454,1,1,19
455,1,2,31
456,1,1,19
457,1,1,29
458,1,2,23
459,1,1,29
460,1,2,23
461,1,1,29
462,1,2,23
463,1,1,29
464,1,2,23
465,1,1,30
466,1,2,23
467,1,1,30
468,2,2,23
469,1,1,30
470,2,2,23
471,1,1,30
472,2,2,23
473,1,1,30
474,1,2,23
475,1,1,30
476,2,2,23
477,1,1,30
478,2,2,23
479,1,1,30
480,2,2,23
481,1,1,28
482,1,2,16
483,1,1,28
485,1,1,28
486,2,2,16
487,1,1,28
488,2,2,16
489,1,1,30
490,2,1,17
491,2,1,30
492,1,1,17
493,2,1,30
494,1,1,17
495,2,1,30
496,1,1,17
497,1,1,30
498,2,1,17
499,2,1,30
500,1,1,17
501,2,1,30
503,2,1,30
504,1,1,17
505,1,1,29
506,1,2,23
508,2,2,23
509,1,1,29
510,2,2,23
511,1,1,29
512,2,2,23
513,1,2,31
514,2,2,23
515,2,2,31
518,1,2,23
519,2,2,31
520,1,2,23
521,1,2,31
522,2,2,23
523,2,2,31
524,1,2,23
525,2,2,31
526,1,2,23
527,2,2,31
528,1,2,23
530,2,2,18
531,2,1,28
532,1,1,19
533,2,1,28
534,1,1,19
535,2,1,28
536,1,1,19
537,2,2,31
538,1,2,18
539,1,2,31
540,1,1,19
541,1,2,31
542,1,1,19
543,1,2,31
544,1,1,19
545,2,2,31
546,1,2,18
547,1,2,31
548,1,1,19
549,1,2,31
550,1,1,19
551,1,2,31
552,1,1,19
553,1,1,29
554,1,1,22
555,1,1,29
556,2,1,22
557,1,1,29
559,1,1,29
560,2,1,22
561,1,2,31
563,2,2,31
564,1,1,22
566,1,1,22
567,2,2,31
568,1,1,22
569,1,2,31
570,2,1,22
571,2,2,31
572,1,1,22
573,2,2,31
574,1,1,22
575,2,2,31
576,1,1,22
577,1,1,28
578,2,2,18
579,2,1,28
580,1,1,19
581,2,1,28
582,1,1,19
584,1,1,19
587,1,2,31
589,1,2,31
590,1,1,19
591,1,2,31
592,1,1,19
593,2,2,31
594,1,2,18
595,1,2,31
596,1,1,19
598,1,1,19
599,1,2,31
