,y,prediction,leaf
12057,1,1,221
33060,1,1,207
6583,1,1,223
32947,1,1,223
41613,1,2,176
46916,1,1,223
100,2,1,180
23711,1,1,213
9230,1,1,219
8309,1,1,223
21977,1,1,185
3454,1,1,197
39417,1,1,219
12623,1,1,219
3499,1,2,179
6766,1,1,159
41299,2,2,177
6851,1,1,221
43712,1,1,191
16211,1,1,201
42196,1,2,173
27650,1,2,168
34495,1,1,197
42745,1,1,196
32176,1,1,151
35025,1,1,159
9967,1,1,223
25763,1,1,219
29241,2,2,179
23806,1,1,131
25797,1,1,185
6721,1,1,191
42712,1,1,219
14706,1,1,221
2567,1,1,201
41957,1,2,168
19003,1,1,219
38437,1,1,151
3712,1,1,219
34234,2,2,158
32704,2,2,142
10174,1,1,219
4784,2,2,140
37914,1,1,219
40334,1,1,219
16258,1,1,221
38366,1,1,197
36920,1,2,158
38290,1,1,219
11639,2,1,151
35544,1,1,191
25043,1,1,151
90,1,1,159
33640,1,1,223
25844,1,1,146
11138,1,2,165
30124,1,1,221
41142,1,1,219
46575,2,1,221
40208,1,1,219
27441,1,2,173
39071,1,1,219
12548,1,1,155
14655,2,1,146
41888,1,1,146
22994,1,1,191
15466,2,2,140
3370,1,2,176
18975,1,1,157
4751,1,2,168
16974,2,1,146
527,1,1,223
42739,1,1,221
27752,1,1,197
11699,1,1,223
1877,1,2,175
40346,2,1,221
39953,1,1,155
36674,1,1,219
28462,1,2,168
5297,1,1,191
34199,1,1,219
12420,1,1,221
26000,1,1,219
29300,1,1,196
41149,1,1,146
1305,2,2,173
34966,1,1,155
7845,1,1,223
23927,1,1,219
21420,1,1,219
18453,1,2,167
43577,1,1,219
43581,1,1,159
29107,1,1,219
32210,1,2,168
16472,1,1,219
5726,1,1,219
7444,1,1,223
22737,2,1,155
38768,1,1,203
17036,1,1,146
3023,1,1,221
46594,1,1,223
47412,1,1,191
25249,2,2,143
21585,1,1,196
14490,1,1,223
2189,1,1,223
7125,1,1,157
16167,2,1,151
25179,1,1,219
25474,1,1,219
37055,1,1,154
6744,1,1,146
