,y,prediction,leaf
1499,2,1,72
447,2,1,110
633,1,1,109
2462,1,1,72
239,1,1,80
910,1,1,79
958,1,1,79
2583,1,1,75
443,1,1,110
2439,1,1,79
1068,1,1,79
1888,1,1,75
1940,1,1,79
510,1,1,75
1266,1,1,79
1347,1,1,75
1833,1,1,75
20,1,1,79
2065,1,1,79
776,1,1,121
602,1,1,75
1541,1,1,89
1899,1,1,75
794,1,1,79
2171,1,1,72
1805,1,1,72
524,1,1,75
1400,1,1,75
2118,1,1,79
1472,1,1,75
947,1,1,79
1075,1,1,79
2562,1,1,79
179,1,1,80
1116,1,1,75
1657,1,1,72
922,1,1,123
916,1,1,79
1129,1,1,75
1549,1,1,89
2369,1,1,75
481,1,1,121
1189,1,1,75
935,1,1,79
625,1,1,75
2212,1,1,75
60,1,1,79
2220,1,1,72
1138,1,1,75
195,1,1,87
295,2,1,87
571,1,1,99
2365,1,1,72
636,1,1,121
686,1,1,127
1800,1,1,72
2185,1,1,79
2488,1,1,75
797,1,1,121
1565,1,1,72
2515,1,1,75
1813,1,1,72
811,1,1,79
1552,2,1,84
1424,1,1,79
829,1,1,122
579,1,1,79
1508,1,1,72
10,1,1,79
112,1,1,79
285,2,1,108
1566,1,1,72
2018,1,1,72
740,1,1,75
1972,1,1,72
43,1,1,79
2091,1,1,79
1254,1,1,79
546,1,1,75
147,1,1,79
413,2,1,109
1299,1,1,75
2302,1,1,75
472,2,1,72
407,1,1,109
1314,1,1,75
194,1,1,81
2502,1,1,75
1397,1,1,72
2329,1,1,72
2409,1,1,72
2149,1,1,75
2328,1,1,72
1858,1,1,79
414,1,1,109
490,1,1,121
1383,1,1,72
971,1,1,79
1578,1,1,72
570,1,1,109
798,1,1,121
1027,1,1,79
2168,1,1,72
2433,1,1,79
615,1,1,72
1226,1,1,72
2222,1,1,72
1463,1,1,75
69,1,1,79
1790,1,1,72
1637,1,1,72
1592,1,1,79
545,1,1,121
1139,1,1,75
85,1,1,75
1569,1,1,88
1321,1,1,75
2295,1,1,72
2318,1,1,72
1791,1,1,72
1007,1,1,79
1468,1,1,75
1630,1,1,72
1132,1,1,75
1515,1,1,72
71,1,1,79
2572,1,1,72
836,1,1,79
