,y,prediction,leaf
0,2,2,383
1,2,2,382
2,2,2,429
3,2,2,461
4,2,2,461
5,2,1,509
6,2,2,212
7,2,1,509
8,2,2,447
9,2,2,399
10,2,2,154
11,2,2,383
12,2,2,383
14,2,2,383
15,2,2,382
16,2,2,383
17,2,2,382
18,2,2,369
20,2,2,286
21,2,2,499
22,2,2,141
23,2,2,187
24,2,2,81
25,2,2,499
26,2,2,81
27,2,1,345
28,2,2,81
29,2,2,461
30,2,2,344
32,2,2,447
33,2,2,438
34,2,1,495
35,2,2,145
36,2,2,141
37,2,2,378
38,2,2,383
39,2,2,378
40,2,2,407
41,2,2,141
42,2,2,141
43,2,2,368
44,2,2,383
45,2,2,364
46,2,2,431
47,2,2,468
48,2,2,382
51,2,2,382
53,2,2,204
54,2,2,382
55,2,2,383
56,2,2,367
58,2,2,383
59,2,2,378
60,2,1,485
61,2,2,465
62,2,2,456
64,2,2,500
66,2,2,382
67,2,2,152
68,2,2,378
69,2,2,445
71,2,2,383
72,2,2,378
73,2,2,435
74,2,2,378
75,2,2,383
76,2,2,407
77,2,2,382
78,2,2,463
79,2,2,438
80,2,2,383
81,2,2,470
82,2,2,168
83,2,2,381
84,2,2,81
85,2,2,382
86,2,2,405
87,2,1,471
88,2,2,431
89,2,1,481
90,2,2,367
91,2,2,382
93,2,2,382
95,2,1,507
96,2,2,378
97,2,2,383
99,2,2,378
100,2,2,314
101,2,2,335
102,2,2,81
104,2,2,81
106,2,2,81
107,2,2,335
108,2,2,81
110,2,2,168
111,2,1,507
112,2,2,431
113,2,1,509
114,2,2,192
116,2,2,431
117,2,2,431
118,2,2,383
119,2,2,367
121,2,2,431
122,2,2,382
123,2,2,477
124,2,2,431
125,2,2,364
126,2,2,447
127,2,2,383
128,2,2,382
129,2,2,382
130,2,2,364
131,2,2,462
132,2,2,378
133,2,2,407
134,2,2,204
135,2,1,389
138,2,1,457
139,2,2,462
140,2,2,388
141,2,2,346
142,2,2,382
143,2,2,346
145,2,2,204
146,2,2,388
147,2,2,377
148,2,1,403
149,2,2,382
150,2,2,505
151,2,2,367
152,2,1,502
155,2,2,465
156,2,2,445
157,2,2,463
158,2,2,383
159,2,2,429
161,2,2,447
162,2,2,465
163,2,2,477
164,2,2,447
165,2,2,367
166,2,2,494
167,2,2,383
168,2,2,383
169,2,2,383
170,2,1,479
171,2,2,494
172,2,2,362
173,2,2,378
176,2,1,511
177,2,2,379
178,2,2,378
179,2,2,380
180,2,2,104
181,2,2,104
183,2,2,379
184,2,1,510
185,2,1,285
186,2,2,431
187,2,2,455
188,2,2,447
189,2,2,463
190,2,2,456
191,2,2,382
192,2,2,383
193,2,2,383
194,2,2,494
195,2,2,429
196,2,2,378
197,2,2,494
198,2,2,378
199,2,1,474
200,2,2,367
201,2,2,379
203,2,2,383
