,0,1,2
0,1.0,0.0,0.0
1,1.0,0.0,0.0
2,0.22448979591836735,0.6428571428571429,0.1326530612244898
3,1.0,0.0,0.0
4,1.0,0.0,0.0
5,1.0,0.0,0.0
6,0.22448979591836735,0.6428571428571429,0.1326530612244898
7,0.22448979591836735,0.6428571428571429,0.1326530612244898
8,1.0,0.0,0.0
9,1.0,0.0,0.0
10,1.0,0.0,0.0
11,1.0,0.0,0.0
12,1.0,0.0,0.0
13,1.0,0.0,0.0
14,1.0,0.0,0.0
15,0.22448979591836735,0.6428571428571429,0.1326530612244898
16,0.22448979591836735,0.6428571428571429,0.1326530612244898
17,0.22448979591836735,0.6428571428571429,0.1326530612244898
18,0.22448979591836735,0.6428571428571429,0.1326530612244898
19,0.22448979591836735,0.6428571428571429,0.1326530612244898
20,0.22448979591836735,0.6428571428571429,0.1326530612244898
21,0.22448979591836735,0.6428571428571429,0.1326530612244898
22,1.0,0.0,0.0
23,1.0,0.0,0.0
24,0.22448979591836735,0.6428571428571429,0.1326530612244898
25,0.22448979591836735,0.6428571428571429,0.1326530612244898
26,1.0,0.0,0.0
27,1.0,0.0,0.0
28,0.22448979591836735,0.6428571428571429,0.1326530612244898
29,1.0,0.0,0.0
30,1.0,0.0,0.0
31,0.22448979591836735,0.6428571428571429,0.1326530612244898
32,0.22448979591836735,0.6428571428571429,0.1326530612244898
33,1.0,0.0,0.0
34,0.22448979591836735,0.6428571428571429,0.1326530612244898
35,0.22448979591836735,0.6428571428571429,0.1326530612244898
36,0.22448979591836735,0.6428571428571429,0.1326530612244898
37,0.22448979591836735,0.6428571428571429,0.1326530612244898
38,0.22448979591836735,0.6428571428571429,0.1326530612244898
39,1.0,0.0,0.0
40,1.0,0.0,0.0
41,0.22448979591836735,0.6428571428571429,0.1326530612244898
42,1.0,0.0,0.0
43,1.0,0.0,0.0
44,1.0,0.0,0.0
45,1.0,0.0,0.0
46,1.0,0.0,0.0
47,1.0,0.0,0.0
48,1.0,0.0,0.0
49,1.0,0.0,0.0
50,0.22448979591836735,0.6428571428571429,0.1326530612244898
51,1.0,0.0,0.0
52,1.0,0.0,0.0
53,0.0,1.0,0.0
54,0.22448979591836735,0.6428571428571429,0.1326530612244898
55,0.22448979591836735,0.6428571428571429,0.1326530612244898
56,0.22448979591836735,0.6428571428571429,0.1326530612244898
57,0.22448979591836735,0.6428571428571429,0.1326530612244898
58,0.22448979591836735,0.6428571428571429,0.1326530612244898
59,0.22448979591836735,0.6428571428571429,0.1326530612244898
60,0.22448979591836735,0.6428571428571429,0.1326530612244898
61,0.22448979591836735,0.6428571428571429,0.1326530612244898
62,0.22448979591836735,0.6428571428571429,0.1326530612244898
63,0.22448979591836735,0.6428571428571429,0.1326530612244898
64,0.22448979591836735,0.6428571428571429,0.1326530612244898
65,0.22448979591836735,0.6428571428571429,0.1326530612244898
66,0.22448979591836735,0.6428571428571429,0.1326530612244898
67,0.22448979591836735,0.6428571428571429,0.1326530612244898
68,0.22448979591836735,0.6428571428571429,0.1326530612244898
69,0.22448979591836735,0.6428571428571429,0.1326530612244898
70,0.22448979591836735,0.6428571428571429,0.1326530612244898
71,0.22448979591836735,0.6428571428571429,0.1326530612244898
72,0.22448979591836735,0.6428571428571429,0.1326530612244898
73,0.22448979591836735,0.6428571428571429,0.1326530612244898
74,0.22448979591836735,0.6428571428571429,0.1326530612244898
75,0.22448979591836735,0.6428571428571429,0.1326530612244898
76,0.22448979591836735,0.6428571428571429,0.1326530612244898
77,0.22448979591836735,0.6428571428571429,0.1326530612244898
78,0.22448979591836735,0.6428571428571429,0.1326530612244898
79,0.22448979591836735,0.6428571428571429,0.1326530612244898
80,0.22448979591836735,0.6428571428571429,0.1326530612244898
81,0.22448979591836735,0.6428571428571429,0.1326530612244898
82,0.22448979591836735,0.6428571428571429,0.1326530612244898
83,0.22448979591836735,0.6428571428571429,0.1326530612244898
84,0.22448979591836735,0.6428571428571429,0.1326530612244898
85,0.22448979591836735,0.6428571428571429,0.1326530612244898
86,0.22448979591836735,0.6428571428571429,0.1326530612244898
87,0.22448979591836735,0.6428571428571429,0.1326530612244898
88,0.22448979591836735,0.6428571428571429,0.1326530612244898
89,0.22448979591836735,0.6428571428571429,0.1326530612244898
90,0.22448979591836735,0.6428571428571429,0.1326530612244898
