,1,2,3,4,5
0,0.0,0.8304431599229287,0.0006422607578676942,0.07418111753371869,0.0947334617854849
1,0.0,0.8304431599229287,0.0006422607578676942,0.07418111753371869,0.0947334617854849
2,0.0,0.8304431599229287,0.0006422607578676942,0.07418111753371869,0.0947334617854849
3,1.0,0.0,0.0,0.0,0.0
4,0.0,0.8304431599229287,0.0006422607578676942,0.07418111753371869,0.0947334617854849
5,0.0,0.8304431599229287,0.0006422607578676942,0.07418111753371869,0.0947334617854849
6,1.0,0.0,0.0,0.0,0.0
7,0.0,0.8304431599229287,0.0006422607578676942,0.07418111753371869,0.0947334617854849
8,1.0,0.0,0.0,0.0,0.0
9,0.0,0.8304431599229287,0.0006422607578676942,0.07418111753371869,0.0947334617854849
10,1.0,0.0,0.0,0.0,0.0
11,0.0,0.8304431599229287,0.0006422607578676942,0.07418111753371869,0.0947334617854849
12,0.0,0.8304431599229287,0.0006422607578676942,0.07418111753371869,0.0947334617854849
13,1.0,0.0,0.0,0.0,0.0
14,0.0,0.8304431599229287,0.0006422607578676942,0.07418111753371869,0.0947334617854849
15,0.0,0.8304431599229287,0.0006422607578676942,0.07418111753371869,0.0947334617854849
16,1.0,0.0,0.0,0.0,0.0
17,0.0,0.8304431599229287,0.0006422607578676942,0.07418111753371869,0.0947334617854849
18,0.0,0.8304431599229287,0.0006422607578676942,0.07418111753371869,0.0947334617854849
19,1.0,0.0,0.0,0.0,0.0
20,0.0,0.8304431599229287,0.0006422607578676942,0.07418111753371869,0.0947334617854849
21,1.0,0.0,0.0,0.0,0.0
22,0.0,0.8304431599229287,0.0006422607578676942,0.07418111753371869,0.0947334617854849
23,0.0,0.8304431599229287,0.0006422607578676942,0.07418111753371869,0.0947334617854849
24,0.0,0.8304431599229287,0.0006422607578676942,0.07418111753371869,0.0947334617854849
25,0.0,0.8304431599229287,0.0006422607578676942,0.07418111753371869,0.0947334617854849
26,1.0,0.0,0.0,0.0,0.0
27,0.0,0.8304431599229287,0.0006422607578676942,0.07418111753371869,0.0947334617854849
28,0.0,0.8304431599229287,0.0006422607578676942,0.07418111753371869,0.0947334617854849
29,0.0,0.8304431599229287,0.0006422607578676942,0.07418111753371869,0.0947334617854849
30,1.0,0.0,0.0,0.0,0.0
31,0.0,0.8304431599229287,0.0006422607578676942,0.07418111753371869,0.0947334617854849
32,1.0,0.0,0.0,0.0,0.0
33,0.0,0.8304431599229287,0.0006422607578676942,0.07418111753371869,0.0947334617854849
34,0.0,0.8304431599229287,0.0006422607578676942,0.07418111753371869,0.0947334617854849
35,1.0,0.0,0.0,0.0,0.0
36,0.0,0.8304431599229287,0.0006422607578676942,0.07418111753371869,0.0947334617854849
37,0.0,0.8304431599229287,0.0006422607578676942,0.07418111753371869,0.0947334617854849
38,1.0,0.0,0.0,0.0,0.0
39,0.0,0.8304431599229287,0.0006422607578676942,0.07418111753371869,0.0947334617854849
40,0.0,0.8304431599229287,0.0006422607578676942,0.07418111753371869,0.0947334617854849
41,0.0,0.8304431599229287,0.0006422607578676942,0.07418111753371869,0.0947334617854849
42,1.0,0.0,0.0,0.0,0.0
43,0.0,0.8304431599229287,0.0006422607578676942,0.07418111753371869,0.0947334617854849
44,0.0,0.8304431599229287,0.0006422607578676942,0.07418111753371869,0.0947334617854849
45,1.0,0.0,0.0,0.0,0.0
46,0.0,0.8304431599229287,0.0006422607578676942,0.07418111753371869,0.0947334617854849
47,0.0,0.8304431599229287,0.0006422607578676942,0.07418111753371869,0.0947334617854849
48,1.0,0.0,0.0,0.0,0.0
49,0.0,0.8304431599229287,0.0006422607578676942,0.07418111753371869,0.0947334617854849
50,0.0,0.8304431599229287,0.0006422607578676942,0.07418111753371869,0.0947334617854849
51,1.0,0.0,0.0,0.0,0.0
52,0.0,0.8304431599229287,0.0006422607578676942,0.07418111753371869,0.0947334617854849
53,0.0,0.8304431599229287,0.0006422607578676942,0.07418111753371869,0.0947334617854849
54,0.0,0.8304431599229287,0.0006422607578676942,0.07418111753371869,0.0947334617854849
55,0.0,0.8304431599229287,0.0006422607578676942,0.07418111753371869,0.0947334617854849
56,1.0,0.0,0.0,0.0,0.0
