,y,prediction
0,2,2
1,2,2
2,2,2
3,1,2
4,1,1
5,2,2
6,2,2
7,1,1
8,2,2
10,2,2
11,1,1
12,1,1
13,2,2
14,2,2
15,2,2
16,2,2
17,2,2
18,2,2
19,2,2
20,1,2
21,2,2
22,2,2
23,2,2
24,2,2
25,2,2
26,1,1
27,2,2
29,2,2
30,2,2
32,2,2
33,2,2
34,2,2
35,1,1
36,1,1
37,1,1
38,1,1
39,1,1
40,1,1
41,1,1
42,1,1
43,1,1
44,1,1
45,1,1
46,1,1
47,1,1
48,2,2
49,2,2
50,1,1
51,1,1
53,2,2
55,2,2
56,1,1
57,2,2
58,1,1
59,2,2
60,2,2
61,1,1
62,2,2
63,1,2
64,2,2
65,2,2
66,1,2
67,1,2
68,1,1
69,2,2
70,2,2
71,2,2
72,2,2
74,2,1
76,1,1
77,1,1
78,1,1
79,1,1
80,1,1
81,1,1
82,1,1
83,1,1
84,1,1
85,1,1
86,1,1
87,1,1
88,2,2
89,2,2
90,2,2
91,1,1
92,2,2
93,1,1
94,2,2
95,2,2
96,1,1
97,2,2
98,2,2
99,1,1
100,2,2
102,2,2
103,2,2
104,2,2
105,2,2
106,2,2
109,2,1
110,1,1
111,1,1
113,1,1
114,1,1
115,1,1
116,1,1
117,1,1
118,1,1
119,1,1
120,1,1
121,1,1
122,2,2
123,2,2
124,2,2
125,2,2
126,2,2
127,2,2
128,1,1
129,1,1
130,2,2
131,2,2
133,2,2
134,2,2
135,2,2
136,1,1
137,1,1
138,2,2
140,2,2
141,2,2
142,2,2
143,2,2
144,1,1
146,2,2
147,2,2
148,2,2
149,2,2
150,2,2
152,1,1
153,1,1
154,2,2
156,2,2
157,2,2
158,2,2
159,2,2
160,1,1
161,1,1
162,2,2
164,2,2
165,2,2
166,2,2
167,2,2
168,1,1
169,1,1
170,2,2
171,2,2
172,2,2
173,2,2
174,2,2
176,1,1
177,1,1
178,2,2
179,2,2
180,2,2
181,2,2
182,2,2
183,2,2
185,1,1
186,2,2
187,2,2
188,2,2
189,2,2
191,2,2
192,1,1
193,1,1
194,2,2
195,2,2
196,2,2
197,2,2
198,2,2
199,2,2
200,1,1
201,1,1
202,2,2
204,2,2
206,2,2
207,2,2
208,1,1
209,1,1
210,2,2
211,2,2
212,2,2
213,2,2
214,2,2
215,2,2
217,1,1
218,1,1
220,1,1
221,1,1
222,2,1
223,2,1
224,1,1
225,1,1
226,1,1
228,1,1
229,1,1
230,1,1
231,1,1
232,1,1
233,1,1
234,1,1
235,1,1
236,1,1
237,1,1
238,1,1
239,1,1
240,1,1
242,1,1
244,1,1
245,1,1
246,2,1
248,1,1
249,1,1
250,1,1
251,1,1
252,1,1
253,1,1
254,1,1
255,1,1
256,1,1
257,1,1
259,1,1
260,1,1
261,1,1
262,1,1
263,1,1
264,1,1
266,2,2
267,2,2
268,2,2
269,2,2
270,2,2
271,2,2
272,1,1
273,1,1
274,2,2
275,2,2
276,2,2
277,2,2
278,2,2
279,2,2
280,1,1
281,1,1
282,2,2
283,2,2
284,2,2
285,2,2
287,2,2
288,1,1
289,1,1
290,2,2
291,2,2
292,2,2
293,2,2
294,2,2
295,2,2
296,1,1
298,2,2
299,2,2
300,2,2
301,2,2
302,2,2
304,1,1
305,1,1
306,2,2
307,2,2
309,2,2
310,2,2
311,2,2
312,1,1
314,2,2
315,2,2
316,2,2
317,2,2
318,2,2
319,2,2
320,1,1
322,2,2
323,2,2
324,2,2
325,2,2
326,2,2
327,2,2
328,1,1
329,1,1
330,2,2
331,2,2
332,2,2
333,2,2
334,2,2
335,2,2
336,1,1
338,2,2
339,2,2
340,2,2
341,2,2
342,2,2
343,2,2
344,1,1
345,1,1
346,2,2
347,2,2
348,2,2
