,y,prediction
0,1,1
1,1,1
3,1,1
4,1,1
5,1,1
6,1,1
7,1,1
8,1,1
9,1,1
10,1,1
11,1,1
12,1,1
13,2,2
14,1,1
15,2,2
17,1,1
18,2,2
19,1,1
20,2,2
22,1,1
23,1,1
25,1,1
27,1,1
28,2,2
29,1,1
30,1,1
31,2,2
32,2,2
33,1,1
34,2,2
36,1,1
37,2,2
38,1,1
39,1,1
40,1,1
41,1,1
42,1,1
43,1,1
44,2,2
45,2,2
46,1,1
48,1,1
49,2,2
50,1,1
51,2,2
52,1,1
53,2,2
54,1,1
55,1,1
56,2,2
57,1,1
58,1,1
59,1,1
60,2,2
61,1,1
62,2,2
63,2,2
64,1,1
65,1,1
66,2,2
67,1,1
68,2,2
69,1,1
70,1,1
71,2,2
72,1,1
73,1,1
74,1,1
75,1,1
76,2,2
77,1,1
78,2,2
79,2,2
80,1,1
81,2,2
82,1,1
83,1,1
84,1,1
85,2,2
86,1,1
87,2,2
88,1,1
89,1,1
90,2,2
91,1,1
92,1,1
93,1,1
94,1,1
95,1,1
96,2,2
97,1,1
98,2,2
99,1,1
101,2,2
102,2,2
103,2,2
104,2,2
105,2,2
106,2,2
107,1,1
108,2,2
109,1,1
110,1,1
111,1,1
112,1,1
113,1,1
114,1,1
115,1,1
116,2,2
117,2,2
118,1,1
119,2,2
120,1,1
121,1,1
123,2,2
124,1,1
125,2,2
126,1,1
127,2,2
128,1,1
129,2,2
130,2,2
131,2,2
132,2,2
133,1,1
134,1,1
136,2,2
137,1,1
138,2,2
139,2,2
140,2,2
141,1,1
142,2,2
143,2,2
144,1,1
145,1,1
146,1,1
147,2,2
148,1,1
150,1,1
151,1,1
152,1,1
153,2,2
154,1,1
155,1,1
156,1,1
157,1,1
158,1,1
159,2,2
160,1,1
161,1,1
162,2,2
163,1,1
164,1,1
165,1,1
166,2,2
167,1,1
168,1,1
169,1,1
170,1,1
171,1,1
172,1,1
173,1,1
174,1,1
175,1,1
176,1,1
177,1,1
178,1,1
181,1,1
182,1,1
183,1,1
184,1,1
185,1,1
186,1,1
187,1,1
188,1,1
192,1,1
195,1,1
196,1,1
197,1,1
198,1,1
199,1,1
200,1,1
201,1,1
202,1,1
203,1,1
205,1,1
206,2,2
207,1,1
208,2,2
209,1,1
210,1,1
211,1,1
212,2,2
213,1,1
214,2,2
216,2,2
217,1,1
218,1,1
220,1,1
221,1,1
222,1,1
223,1,1
224,1,1
225,1,1
226,1,1
227,1,1
228,2,2
229,1,1
230,2,2
231,1,1
232,2,2
233,1,1
234,1,1
235,1,1
237,1,1
238,2,2
239,1,1
240,2,2
241,1,1
242,1,1
243,1,1
244,2,2
245,1,1
246,2,2
247,1,1
249,1,1
250,2,2
251,2,2
252,1,1
253,2,2
254,1,1
255,2,2
256,1,1
257,1,1
258,2,2
259,2,2
260,1,1
261,2,2
262,1,1
263,2,2
264,1,1
265,1,1
266,1,1
267,1,1
268,1,1
269,1,1
270,1,1
271,1,1
272,1,1
273,1,1
274,1,1
275,1,1
276,2,2
277,1,1
278,2,2
279,1,1
280,2,2
281,1,1
283,1,1
285,1,1
286,2,2
287,1,1
288,2,2
289,1,1
290,1,1
291,1,1
292,2,2
293,1,1
294,2,2
295,1,1
296,2,2
297,1,1
298,2,2
299,2,2
301,2,2
302,1,1
303,2,2
304,1,1
305,1,1
306,2,2
307,2,2
308,1,1
311,2,2
313,1,1
314,1,1
315,1,1
316,1,1
317,1,1
318,1,1
319,1,1
321,1,1
322,1,1
323,1,1
324,2,2
325,1,1
326,2,2
327,1,1
328,2,2
329,1,1
330,1,1
331,1,1
332,2,2
333,1,1
334,2,2
335,1,1
336,2,1
337,1,1
338,1,1
339,1,1
340,2,2
341,1,1
342,2,2
343,1,1
344,2,2
345,1,1
347,2,2
348,1,1
349,2,2
350,1,1
351,2,2
352,1,1
353,1,1
354,2,2
356,1,1
357,2,2
358,1,1
359,2,2
360,1,1
361,1,1
362,1,1
363,1,1
364,2,2
365,1,1
367,1,1
368,2,2
370,2,2
371,2,2
372,1,1
373,2,2
374,1,1
375,2,2
376,1,1
377,1,1
378,2,2
379,2,2
380,1,1
381,2,2
382,1,1
383,2,2
384,1,1
386,2,2
388,1,1
389,2,2
390,1,1
391,2,2
392,1,1
393,2,2
394,1,1
395,1,1
396,1,1
397,1,1
398,1,1
399,1,1
401,2,2
402,1,1
403,1,1
404,1,1
406,1,1
407,1,1
408,1,1
409,1,1
410,1,1
411,1,1
412,2,2
414,2,2
415,1,1
416,2,2
417,1,1
418,2,2
419,2,2
421,2,2
422,1,1
423,2,2
424,1,1
425,1,1
426,2,2
427,2,2
428,1,1
429,2,2
430,1,1
431,2,2
432,1,1
433,1,1
434,2,2
435,2,2
436,1,1
437,2,2
438,1,1
439,2,2
440,1,1
441,2,2
442,1,1
444,1,1
445,1,1
446,1,1
447,1,1
448,1,1
449,2,2
451,1,1
452,1,1
453,1,1
454,1,1
455,1,1
456,1,1
457,1,1
458,1,1
459,1,1
460,1,1
461,1,1
462,1,1
463,1,1
464,1,1
465,1,1
466,1,1
467,1,1
468,2,2
469,1,1
470,2,2
471,1,1
472,2,2
473,1,1
474,1,1
475,1,1
476,2,2
477,1,1
478,2,2
480,2,1
481,1,1
482,1,1
483,1,1
484,2,2
486,2,2
487,1,1
489,1,1
490,2,2
491,2,2
492,1,1
493,2,2
494,1,1
495,2,2
496,1,1
497,1,1
498,2,2
502,1,1
504,1,1
505,1,1
506,1,1
507,1,1
509,1,1
510,2,2
511,1,1
512,2,2
514,2,2
515,2,2
516,1,1
517,2,2
518,1,1
519,2,2
520,1,1
522,2,1
523,2,2
525,2,2
526,1,1
527,2,2
528,1,1
529,1,1
530,2,2
531,2,2
533,2,2
534,1,1
536,1,1
537,2,2
538,1,1
539,1,1
540,1,1
541,1,1
542,1,1
544,1,1
545,2,2
546,1,1
547,1,1
548,1,1
549,1,1
550,1,1
551,1,1
552,1,1
553,1,1
554,1,1
555,1,1
556,2,2
558,2,2
559,1,1
560,2,2
561,1,1
562,2,2
563,2,2
564,1,1
565,2,2
567,2,2
568,1,1
569,1,1
570,2,2
571,2,2
572,1,1
573,2,2
575,2,2
576,1,1
577,1,1
578,2,2
579,2,2
580,1,1
581,2,2
582,1,1
583,2,2
584,1,1
585,2,2
586,1,1
587,1,1
588,1,1
589,1,1
590,1,1
591,1,1
592,1,1
593,2,2
594,1,1
595,1,1
596,1,1
597,1,1
599,1,1
600,1,1
