,y,prediction
1,2,2
2,2,2
3,2,2
4,2,2
5,2,2
6,2,2
7,2,2
8,2,2
9,2,2
10,1,1
11,1,1
12,1,1
13,2,2
15,1,1
16,1,1
17,1,1
18,1,1
19,1,1
21,1,1
22,1,1
23,1,1
24,1,1
26,1,1
27,1,1
28,1,1
29,1,1
30,2,2
31,1,1
32,1,1
34,1,1
35,1,1
36,2,2
37,1,1
38,1,1
39,1,1
40,1,1
41,2,2
42,1,1
43,1,1
44,1,1
45,1,1
46,1,1
47,2,2
48,2,2
49,1,1
50,1,1
51,1,1
52,1,1
53,1,1
54,1,1
55,1,1
56,1,1
57,1,1
58,1,1
60,1,1
61,2,2
62,2,2
63,2,2
64,2,1
66,2,2
67,2,2
68,2,2
69,2,2
70,2,2
71,2,2
73,2,2
74,2,1
75,2,2
76,2,2
77,2,2
78,1,1
79,2,2
80,1,2
82,1,2
83,2,2
84,2,2
85,1,1
87,2,2
88,2,2
89,2,2
90,1,1
91,1,1
92,2,2
93,1,1
94,1,1
95,1,1
96,1,1
98,1,2
99,2,2
100,1,1
101,2,2
102,2,2
103,1,2
104,2,2
105,1,2
106,1,2
107,2,2
108,2,2
109,2,2
110,2,1
111,2,1
112,2,2
113,2,2
114,2,2
115,2,2
116,2,2
117,2,2
118,2,2
119,2,2
121,2,2
122,2,2
123,2,2
125,2,2
126,2,2
127,2,2
128,2,2
129,2,2
130,2,2
131,2,2
132,2,2
133,2,2
134,2,2
135,2,2
136,2,2
137,2,2
138,2,2
139,2,2
140,2,2
141,2,2
142,2,2
144,2,2
145,2,2
147,2,2
148,2,2
149,2,2
150,2,2
151,2,2
152,2,2
154,2,2
155,2,2
156,2,2
157,2,2
158,2,2
159,2,2
160,2,2
161,2,2
162,2,2
163,2,2
164,2,2
165,2,2
166,2,2
167,2,2
168,2,2
169,2,2
170,2,2
171,2,2
172,2,2
173,2,2
174,1,1
175,1,1
176,1,1
177,1,1
178,1,1
179,1,1
180,2,2
181,2,2
182,1,1
183,1,1
184,1,1
185,1,1
186,1,1
187,1,1
188,2,2
189,2,2
190,1,1
191,1,1
192,1,1
193,1,1
194,1,1
195,1,1
196,2,2
197,2,2
198,1,1
199,1,1
200,1,1
201,1,1
202,1,1
203,1,1
205,2,2
206,1,1
207,1,1
208,1,1
209,1,1
211,1,1
212,2,2
