,y,prediction
1,1,1
2,1,1
4,1,1
5,1,1
7,1,1
8,1,1
9,1,1
10,1,2
11,1,1
12,1,1
13,2,1
14,1,2
15,2,1
16,1,1
17,1,1
18,2,1
19,1,1
20,2,1
21,1,1
22,1,1
23,1,1
24,2,1
25,1,1
26,2,1
27,1,1
28,2,1
29,1,1
30,1,1
31,2,1
32,2,1
33,1,2
34,2,2
35,2,1
36,1,1
37,2,1
39,1,1
40,1,1
42,1,1
43,1,1
44,2,1
45,2,1
46,1,1
47,2,1
48,1,1
49,2,1
50,1,1
51,2,2
52,1,1
53,2,2
54,1,1
56,2,1
58,1,1
60,2,2
61,1,1
62,2,2
63,2,2
64,1,2
65,1,1
66,2,1
67,1,1
69,1,1
71,2,2
72,1,1
73,1,1
74,1,1
75,1,1
76,2,1
78,2,2
79,2,2
80,1,2
81,2,2
82,1,1
83,1,1
84,1,1
85,2,1
86,1,1
87,2,2
88,1,1
89,1,1
90,2,2
91,1,1
92,1,1
93,1,1
94,1,1
95,1,1
97,1,1
98,2,2
99,1,2
100,1,2
101,2,1
102,2,2
103,2,2
104,2,1
105,2,1
106,2,1
107,1,1
108,2,2
109,1,1
110,1,1
112,1,1
113,1,1
114,1,1
115,1,1
116,2,2
117,2,2
118,1,2
119,2,2
120,1,1
121,1,1
122,2,2
123,2,2
124,1,1
126,1,1
127,2,1
128,1,1
130,2,1
131,2,2
132,2,1
133,1,1
135,1,1
136,2,1
137,1,1
139,2,1
140,2,2
141,1,1
142,2,2
143,2,2
144,1,2
145,1,1
146,1,1
147,2,1
148,1,1
149,2,2
150,1,1
151,1,1
152,1,1
153,2,2
154,1,1
155,1,1
156,1,1
158,1,1
160,1,2
161,1,1
162,2,2
164,1,1
165,1,1
166,2,2
167,1,1
168,1,1
169,1,1
170,1,1
171,1,1
172,1,1
173,1,1
174,1,1
175,1,1
178,1,1
179,1,1
180,1,1
181,1,1
182,1,1
183,1,1
184,1,1
185,1,1
186,1,1
187,1,1
188,1,1
189,1,1
190,1,1
191,1,1
192,1,1
193,1,1
194,1,2
195,1,1
196,1,2
197,1,1
198,1,2
199,1,1
200,1,2
201,1,2
202,1,2
203,1,1
204,2,1
205,1,1
206,2,1
207,1,1
209,1,2
211,1,1
212,2,1
213,1,1
214,2,1
215,1,1
216,2,1
217,1,1
218,1,1
219,1,1
220,1,1
221,1,1
222,1,1
223,1,1
224,1,1
225,1,1
226,1,1
227,1,1
228,2,1
229,1,1
231,1,1
232,2,1
233,1,1
234,1,1
235,1,1
236,2,1
237,1,1
238,2,1
239,1,1
240,2,1
241,1,1
243,1,1
244,2,2
245,1,1
246,2,2
247,1,1
248,2,2
249,1,2
250,2,2
251,2,1
252,1,1
253,2,1
254,1,1
255,2,1
257,1,2
259,2,1
260,1,1
261,2,1
262,1,1
263,2,1
264,1,1
266,1,1
267,1,1
268,1,1
269,1,1
270,1,1
271,1,1
272,1,1
273,1,1
274,1,1
275,1,1
276,2,1
277,1,1
278,2,1
279,1,1
280,2,1
281,1,1
282,1,1
283,1,1
284,2,1
285,1,1
286,2,1
287,1,1
289,1,1
290,1,2
291,1,1
292,2,2
293,1,1
294,2,2
295,1,1
296,2,2
297,1,2
298,2,2
299,2,1
300,1,1
301,2,1
302,1,1
303,2,1
304,1,1
305,1,2
306,2,2
307,2,1
308,1,1
309,2,1
310,1,1
311,2,1
312,1,1
313,1,1
314,1,1
315,1,1
316,1,1
317,1,1
318,1,1
319,1,1
320,1,1
321,1,1
322,1,1
323,1,2
324,2,2
325,1,2
326,2,2
327,1,2
328,2,2
329,1,1
330,1,1
331,1,2
332,2,2
333,1,2
335,1,2
336,2,2
337,1,1
338,1,1
339,1,1
340,2,1
341,1,1
342,2,1
343,1,1
344,2,1
345,1,2
346,2,2
347,2,1
348,1,1
349,2,1
350,1,1
351,2,1
352,1,1
354,2,2
355,2,1
356,1,1
358,1,1
359,2,1
360,1,1
361,1,1
362,1,1
363,1,1
364,2,1
365,1,1
366,2,1
367,1,1
368,2,1
369,1,1
370,2,1
372,1,2
373,2,2
374,1,2
375,2,2
377,1,1
