,y,prediction,leaf
310,1,1,7
1666,1,1,7
694,3,1,7
1625,3,3,6
720,3,3,4
1400,1,1,7
574,3,3,6
335,1,1,7
1092,3,3,5
625,3,3,6
691,1,1,7
257,1,1,7
16,3,1,7
1285,2,1,7
168,3,3,5
1256,4,1,7
994,3,1,7
1684,1,1,7
1203,3,3,5
326,3,3,6
2,3,3,6
56,3,3,6
997,1,1,7
301,3,3,6
1105,1,1,7
454,3,1,7
340,1,1,7
523,3,1,7
1641,3,3,5
624,3,3,5
1034,3,3,6
485,3,1,7
409,3,3,6
496,3,1,7
1276,3,3,6
1477,1,1,7
644,1,1,7
543,3,3,5
1304,3,3,6
401,1,1,7
877,3,1,7
240,3,3,5
1692,3,3,4
252,3,3,4
1700,4,1,7
1121,1,1,7
118,3,1,7
100,3,1,7
84,3,3,5
657,3,3,4
298,3,3,6
551,1,1,7
1187,4,1,7
347,1,1,7
50,3,1,7
395,1,1,7
371,1,1,7
1589,4,1,7
544,3,3,6
1330,3,3,6
1547,3,3,6
659,1,1,7
284,1,1,7
1116,3,3,4
1380,3,3,5
278,3,3,6
597,3,3,5
361,3,1,7
940,1,1,7
787,3,3,6
1286,4,1,7
885,3,3,5
97,3,1,7
831,3,3,5
963,3,3,4
1084,3,3,6
1297,3,3,6
51,3,3,5
1146,3,3,5
510,3,3,5
48,3,3,5
1682,3,3,6
1268,4,1,7
1394,1,1,7
76,3,1,7
1149,3,3,5
565,1,1,7
516,3,3,5
130,3,1,7
947,3,3,6
1253,2,1,7
1158,3,3,5
1131,3,3,5
811,3,3,6
286,1,1,7
617,1,1,7
884,3,1,7
74,3,1,7
352,3,3,6
1370,1,1,7
478,3,1,7
1443,3,3,5
1538,4,1,7
798,3,3,5
1504,1,1,7
939,3,3,5
654,3,3,5
923,3,3,6
919,3,3,6
1315,3,1,7
1601,3,3,6
382,3,3,6
1566,3,3,4
221,3,3,6
1195,3,3,6
1405,3,3,6
571,3,3,6
712,3,1,7
1290,3,3,5
1382,3,3,6
721,3,1,7
1432,3,3,6
1043,1,1,7
1726,2,1,7
767,1,1,7
843,3,3,5
616,1,1,7
899,3,3,6
453,3,3,5
1322,1,1,7
393,3,3,5
1014,3,3,5
358,3,3,6
1090,1,1,7
610,1,1,7
1483,1,1,7
894,3,3,5
1067,1,1,7
568,3,3,6
184,3,1,7
1101,3,3,5
501,3,3,5
1544,3,3,6
504,3,3,4
704,3,3,6
78,3,3,5
672,3,3,5
805,1,1,7
390,3,3,5
1620,3,3,4
26,3,1,7
1466,3,3,6
208,3,1,7
338,1,1,7
914,1,1,7
1497,3,3,5
998,1,1,7
1500,3,3,5
569,3,3,6
1002,3,3,5
1265,4,1,7
1020,3,3,5
323,1,1,7
1605,3,3,5
890,1,1,7
1144,1,1,7
1585,1,1,7
473,3,1,7
465,3,3,5
1469,1,1,7
421,1,1,7
313,1,1,7
182,3,1,7
1689,3,3,5
479,3,1,7
1694,2,1,7
480,3,3,5
62,3,3,6
749,1,1,7
365,1,1,7
1410,3,3,5
589,1,1,7
1695,3,3,5
389,1,1,7
1097,4,1,7
324,3,3,4
1632,3,3,5
1042,1,1,7
10,3,1,7
1180,1,1,7
1179,3,3,4
623,3,3,6
197,3,3,6
1413,3,3,4
75,3,3,5
65,3,1,7
1066,1,1,7
878,1,1,7
151,3,1,7
1281,3,3,5
1617,3,3,5
932,1,1,7
1572,3,3,5
1221,3,3,5
824,1,1,7
1130,4,1,7
547,3,3,6
9,3,3,4
373,1,1,7
591,3,3,5
276,3,3,5
13,3,1,7
303,3,3,5
307,3,1,7
1238,4,1,7
832,1,1,7
461,3,3,6
267,3,3,5
1473,3,3,5
82,3,3,6
622,3,3,6
134,3,1,7
776,3,1,7
532,3,1,7
888,3,3,5
354,3,3,5
1528,2,1,7
427,1,1,7
1569,3,3,5
1656,3,3,4
567,3,3,4
1393,1,1,7
1363,1,1,7
955,3,1,7
1590,3,3,5
705,3,3,5
444,3,3,5
770,1,1,7
558,3,3,4
960,3,3,5
530,3,1,7
367,1,1,7
1402,1,1,7
696,3,3,5
1420,1,1,7
793,3,1,7
1603,1,1,7
1580,4,1,7
1574,3,3,6
1668,3,3,5
1406,3,3,6
174,3,3,5
746,1,1,7
912,3,3,5
70,3,1,7
1216,3,3,6
1583,4,1,7
128,3,1,7
1133,4,1,7
212,3,1,7
437,3,3,6
1249,3,3,6
715,1,1,7
1181,1,1,7
8,3,3,6
291,3,3,5
1353,3,3,5
979,3,3,6
667,3,1,7
1513,3,3,6
664,1,1,7
1484,4,1,7
1711,1,1,7
1559,2,1,7
1454,4,1,7
1411,3,3,6
237,3,3,5
693,3,3,4
72,3,3,4
1584,3,3,4
982,3,1,7
678,3,3,5
1593,3,3,4
978,3,3,5
1120,1,1,7
1266,3,3,5
229,3,1,7
1639,3,1,7
807,3,3,5
1076,1,1,7
1644,3,3,5
1125,3,3,4
782,1,1,7
835,1,1,7
1294,2,1,7
59,3,3,6
374,1,1,7
1019,1,1,7
1071,3,3,4
349,1,1,7
898,3,3,6
49,3,1,7
849,3,3,5
1628,3,3,6
63,3,3,4
984,3,3,5
1722,3,3,5
557,1,1,7
445,3,1,7
867,3,3,5
282,3,3,5
1275,3,3,5
1032,3,3,5
1248,3,3,5
1604,2,1,7
1049,1,1,7
1060,3,3,6
1199,2,1,7
1157,4,1,7
714,3,3,5
1511,4,1,7
660,3,3,5
1277,3,3,6
847,3,1,7
39,3,3,5
779,1,1,7
339,3,3,5
1581,3,3,5
1642,1,1,7
642,3,3,5
297,3,3,4
508,3,1,7
203,3,1,7
988,1,1,7
94,3,1,7
1521,3,3,4
875,1,1,7
1173,3,3,5
846,3,3,4
1492,3,3,6
4,3,3,6
771,3,3,5
1494,3,3,4
292,1,1,7
1361,1,1,7
1366,1,1,7
1412,3,3,6
456,3,3,5
729,3,3,4
941,1,1,7
1387,3,1,7
1156,1,1,7
1123,1,1,7
754,1,1,7
457,3,1,7
778,3,1,7
329,3,3,6
1568,3,3,6
275,3,3,6
1226,2,1,7
66,3,3,5
1704,3,3,5
41,3,1,7
1095,3,3,5
407,3,3,6
1415,1,1,7
224,3,3,6
1147,1,1,7
1600,3,3,6
1082,3,3,6
190,3,3,6
1132,1,1,7
954,3,3,4
801,3,3,4
863,1,1,7
133,3,1,7
1009,3,1,7
1192,3,3,6
19,3,1,7
635,1,1,7
1062,3,3,4
800,1,1,7
386,3,3,6
392,1,1,7
1522,1,1,7
1194,3,3,5
1154,1,1,7
683,3,3,6
1005,3,3,5
1434,3,3,5
916,1,1,7
1148,4,1,7
1354,3,3,6
404,1,1,7
723,3,3,5
1035,3,3,4
344,3,1,7
886,3,1,7
584,1,1,7
566,1,1,7
772,1,1,7
814,3,3,6
1302,3,3,5
686,1,1,7
265,1,1,7
1540,3,3,6
1650,3,3,5
360,3,3,4
364,3,1,7
555,3,3,5
1439,3,3,6
232,1,1,7
142,3,3,6
1690,2,1,7
185,3,1,7
626,3,3,6
1416,3,3,5
435,3,3,5
550,3,1,7
1305,3,3,4
1717,2,1,7
1312,1,1,7
881,1,1,7
1680,3,3,5
1626,3,3,5
1520,3,3,6
663,3,3,5
106,3,1,7
424,3,1,7
533,3,1,7
1273,3,3,6
1446,3,3,5
477,3,3,4
269,1,1,7
230,1,1,7
1365,3,3,5
1141,3,3,6
809,1,1,7
241,1,1,7
417,3,3,5
631,3,1,7
1211,2,1,7
1308,3,3,5
1200,3,3,5
239,1,1,7
773,1,1,7
124,3,1,7
176,3,1,7
840,3,3,5
585,3,3,4
236,3,1,7
857,1,1,7
1250,3,3,6
127,3,1,7
17,3,1,7
42,3,3,5
910,3,1,7
499,3,1,7
968,1,1,7
155,3,1,7
1138,3,3,6
1352,3,3,6
1142,3,3,6
1306,3,1,7
1427,1,1,7
1126,1,1,7
1368,3,3,4
211,3,1,7
1597,3,3,6
486,3,3,4
1440,3,3,4
656,3,3,6
1661,2,1,7
1310,1,1,7
1526,2,1,7
512,3,1,7
1100,3,1,7
377,1,1,7
1240,2,1,7
1202,2,1,7
171,3,3,4
930,3,3,5
612,3,3,4
1243,3,3,6
945,3,3,4
1725,3,3,5
938,1,1,7
1050,3,3,5
1046,1,1,7
300,3,3,5
1053,3,3,4
482,3,1,7
1596,3,3,5
487,3,3,6
1458,3,3,4
165,3,3,5
1232,4,1,7
45,3,3,4
1184,4,1,7
927,3,3,4
419,1,1,7
414,3,3,4
618,3,3,5
952,3,3,6
708,3,3,5
1373,1,1,7
1074,3,3,5
1093,1,1,7
1068,3,3,5
1103,1,1,7
1618,2,1,7
25,3,1,7
277,3,3,6
1712,2,1,7
235,3,1,7
1623,3,3,5
253,3,1,7
559,3,1,7
353,3,3,6
1607,4,1,7
1191,3,3,5
394,1,1,7
139,3,3,6
158,3,1,7
764,3,3,6
186,3,3,5
1280,2,1,7
1241,4,1,7
713,1,1,7
1527,3,3,5
458,3,1,7
146,3,1,7
873,3,3,4
296,1,1,7
590,1,1,7
742,1,1,7
1552,1,1,7
1624,3,3,6
1499,4,1,7
1505,1,1,7
1442,1,1,7
1619,4,1,7
170,3,3,6
818,3,3,6
28,3,3,6
1460,3,3,6
677,3,3,6
1724,4,1,7
129,3,3,5
220,3,3,6
1339,1,1,7
1058,3,3,6
1548,3,3,4
98,3,1,7
975,3,3,5
1225,1,1,7
581,1,1,7
839,3,3,6
1660,1,1,7
1531,3,1,7
792,3,3,4
1512,3,3,4
1111,3,3,6
1645,2,1,7
928,3,1,7
913,1,1,7
1037,1,1,7
766,3,1,7
498,3,3,5
469,3,1,7
1036,3,1,7
803,1,1,7
1578,3,3,5
774,3,3,4
961,1,1,7
396,3,3,4
1326,3,3,5
733,3,3,6
1438,3,3,6
189,3,3,4
709,3,3,6
263,1,1,7
780,3,3,5
1197,3,3,4
311,1,1,7
35,3,3,6
1047,3,3,5
1223,3,3,6
1478,1,1,7
537,3,3,5
150,3,3,5
990,3,3,4
1487,3,3,6
619,1,1,7
225,3,3,4
88,3,3,6
1716,3,3,5
1161,3,3,4
1463,3,3,6
1423,3,1,7
604,3,1,7
312,3,3,5
1188,3,3,4
1059,3,3,5
592,1,1,7
77,3,1,7
1244,3,3,6
650,3,3,6
1344,3,3,5
1433,3,3,6
1450,1,1,7
579,3,3,5
833,1,1,7
608,1,1,7
1283,4,1,7
1295,4,1,7
784,3,3,6
786,3,3,5
1658,2,1,7
1347,3,3,5
1026,3,3,4
769,3,1,7
953,3,3,6
328,3,3,6
573,3,3,5
1338,3,3,5
1560,3,3,5
1437,3,3,5
1705,3,3,6
965,1,1,7
418,1,1,7
1676,3,3,6
830,1,1,7
639,3,3,4
81,3,3,4
317,1,1,7
1524,3,3,5
345,3,3,5
1475,4,1,7
428,1,1,7
727,1,1,7
699,3,3,5
99,3,3,4
1677,3,3,5
116,3,3,6
1274,3,3,6
687,3,3,5
432,3,3,4
652,3,3,6
1324,3,3,6
1155,3,3,5
1269,3,3,4
540,3,3,4
1715,4,1,7
795,3,3,5
891,3,3,4
1039,1,1,7
1388,1,1,7
53,3,1,7
1215,3,3,4
986,1,1,7
859,1,1,7
1608,3,3,5
560,3,1,7
279,3,3,4
701,1,1,7
357,3,3,5
199,3,1,7
167,3,3,6
1236,3,3,5
509,3,1,7
447,3,3,5
892,3,3,6
837,3,3,4
1176,3,3,5
1640,3,1,7
1649,3,3,6
993,3,3,5
962,1,1,7
1234,1,1,7
368,1,1,7
1525,1,1,7
1465,3,3,6
1653,3,3,5
806,1,1,7
761,3,3,6
173,3,1,7
829,3,1,7
675,3,3,4
549,3,3,4
471,3,3,5
1510,1,1,7
119,3,1,7
1,3,3,6
233,1,1,7
405,3,3,4
1073,1,1,7
1555,2,1,7
609,3,3,5
1231,2,1,7
12,3,3,5
1115,3,3,6
827,1,1,7
330,3,3,5
980,3,3,6
1337,1,1,7
255,3,3,5
1040,1,1,7
497,3,1,7
1083,3,3,5
1679,3,3,6
1554,3,3,5
283,1,1,7
1519,3,3,6
1298,3,3,6
937,3,1,7
1089,3,3,4
842,3,3,6
439,3,3,6
1128,3,3,5
1094,1,1,7
841,3,3,6
1198,1,1,7
1163,3,3,6
426,3,3,5
666,3,3,4
248,3,3,6
228,3,3,5
804,3,3,5
1168,3,3,6
1159,1,1,7
1576,1,1,7
711,3,3,4
1376,1,1,7
731,3,3,6
319,1,1,7
1643,2,1,7
860,1,1,7
1321,1,1,7
1588,2,1,7
259,1,1,7
306,3,3,4
1061,3,3,6
621,3,3,4
110,3,3,6
438,3,3,5
739,3,1,7
15,3,3,5
1609,2,1,7
44,3,1,7
971,1,1,7
1000,3,3,6
808,1,1,7
1013,1,1,7
7,3,3,6
60,3,3,5
1292,4,1,7
1208,3,1,7
935,1,1,7
679,3,3,6
676,3,3,6
974,3,3,6
1517,3,3,6
948,3,3,5
372,3,3,5
855,3,3,4
1417,1,1,7
138,3,3,5
1719,3,3,4
1021,1,1,7
1070,1,1,7
856,3,1,7
728,1,1,7
744,3,3,5
122,3,1,7
1503,3,3,4
1422,3,3,4
222,3,3,5
1098,3,3,4
775,3,1,7
1038,3,3,5
987,3,3,5
1486,3,3,6
647,1,1,7
1488,3,3,5
495,3,3,4
1453,1,1,7
6,3,3,5
697,1,1,7
1539,3,3,4
527,3,1,7
853,1,1,7
627,3,3,5
1708,3,3,6
1242,3,3,4
700,1,1,7
1665,3,3,4
1213,2,1,7
552,3,3,5
359,3,3,6
502,3,1,7
200,3,1,7
271,3,3,6
630,3,3,4
1282,2,1,7
1016,1,1,7
55,3,3,6
333,3,3,4
685,3,1,7
1612,1,1,7
999,3,3,4
539,3,1,7
1693,1,1,7
909,3,3,4
1218,3,3,5
1611,3,3,4
1631,2,1,7
164,3,3,6
596,3,3,6
1698,3,3,5
1167,3,3,5
476,3,1,7
763,3,3,6
1586,2,1,7
285,3,3,5
531,3,3,4
1336,3,1,7
1383,3,3,5
1217,3,3,6
293,1,1,7
356,3,3,6
1088,3,3,6
309,3,3,5
1707,3,3,5
52,3,1,7
1479,3,3,5
629,3,3,6
1364,1,1,7
1424,3,1,7
1602,3,3,4
108,3,3,4
605,1,1,7
1010,1,1,7
1672,2,1,7
820,3,1,7
750,3,3,5
1496,1,1,7
908,1,1,7
1003,3,3,6
902,1,1,7
1622,3,3,6
346,3,1,7
1065,3,3,5
536,3,1,7
29,3,3,6
1011,3,3,5
69,3,3,5
636,3,3,5
1634,2,1,7
743,1,1,7
897,3,3,5
1056,3,3,5
244,3,3,6
556,1,1,7
1258,2,1,7
542,3,3,6
156,3,3,5
632,1,1,7
641,1,1,7
600,3,3,5
1377,3,3,4
726,3,3,5
1055,3,3,6
1553,2,1,7
865,3,3,6
120,3,3,5
1687,2,1,7
1182,3,3,5
561,3,3,5
594,3,3,4
1254,3,3,5
1701,3,3,4
674,1,1,7
1270,3,3,6
812,3,3,6
1057,3,3,6
1613,2,1,7
1409,3,3,6
1610,4,1,7
500,3,1,7
475,3,1,7
730,3,3,6
1390,1,1,7
671,1,1,7
