,y,prediction,leaf
310,1,1,121
1666,1,2,126
694,3,3,113
1625,3,3,13
720,3,3,4
1400,1,1,127
574,3,3,12
335,1,1,122
1092,3,3,5
625,3,3,12
691,1,1,119
257,1,1,121
16,3,3,123
1285,2,2,126
168,3,3,5
1256,4,2,126
994,3,1,127
1684,1,2,126
1203,3,3,5
326,3,3,13
2,3,3,13
56,3,3,13
997,1,1,127
301,3,3,13
1105,1,1,125
454,3,3,118
340,1,1,122
523,3,3,112
1641,3,3,5
624,3,3,5
1034,3,3,13
485,3,3,116
409,3,3,13
496,3,3,112
1276,3,3,13
1477,1,1,127
644,1,1,117
543,3,3,5
1304,3,3,13
401,1,1,122
877,3,1,127
240,3,3,5
1692,3,3,4
252,3,3,4
1700,4,2,126
1121,1,4,124
118,3,3,123
100,3,3,123
84,3,3,5
657,3,3,4
298,3,3,13
551,1,1,115
1187,4,4,124
347,1,1,122
50,3,3,123
395,1,1,122
371,1,1,122
1589,4,4,124
544,3,3,12
1330,3,3,13
1547,3,3,13
659,1,1,115
284,1,1,121
1116,3,3,4
1380,3,3,5
278,3,3,13
597,3,3,5
361,3,1,122
940,1,1,127
787,3,3,12
1286,4,2,126
885,3,3,5
97,3,3,123
831,3,3,5
963,3,3,4
1084,3,3,13
1297,3,3,13
51,3,3,5
1146,3,3,5
510,3,3,5
48,3,3,5
1682,3,3,13
1268,4,2,126
1394,1,1,127
76,3,3,123
1149,3,3,5
565,1,1,119
516,3,3,5
130,3,3,123
947,3,3,13
1253,2,2,126
1158,3,3,5
1131,3,3,5
811,3,3,12
286,1,1,121
617,1,1,117
884,3,1,127
74,3,3,123
352,3,3,13
1370,1,1,127
478,3,3,112
1443,3,3,5
1538,4,4,124
798,3,3,5
1504,1,1,127
939,3,3,5
654,3,3,5
923,3,3,13
919,3,3,13
1315,3,1,127
1601,3,3,13
382,3,3,13
1566,3,3,4
221,3,3,13
1195,3,3,13
1405,3,3,13
571,3,3,12
712,3,3,113
1290,3,3,5
1382,3,3,13
721,3,3,113
1432,3,3,13
1043,1,1,127
1726,2,2,126
767,1,1,115
843,3,3,5
616,1,1,119
899,3,3,13
453,3,3,5
1322,1,1,127
393,3,3,5
1014,3,3,5
358,3,3,13
1090,1,1,125
610,1,1,119
1483,1,1,127
894,3,3,5
1067,1,1,127
568,3,3,12
184,3,3,123
1101,3,3,5
501,3,3,5
1544,3,3,13
504,3,3,4
704,3,3,12
78,3,3,5
672,3,3,5
805,1,1,119
390,3,3,5
1620,3,3,4
26,3,3,123
1466,3,3,13
208,3,3,123
338,1,1,122
914,1,1,127
1497,3,3,5
998,1,1,127
1500,3,3,5
569,3,3,12
1002,3,3,5
1265,4,2,126
1020,3,3,5
323,1,1,121
1605,3,3,5
890,1,1,127
1144,1,1,125
1585,1,1,125
473,3,3,116
465,3,3,5
1469,1,1,127
421,1,1,122
313,1,1,121
182,3,3,123
1689,3,3,5
479,3,3,114
1694,2,2,126
480,3,3,5
62,3,3,13
749,1,1,115
365,1,1,122
1410,3,3,5
589,1,1,119
1695,3,3,5
389,1,1,122
1097,4,4,124
324,3,3,4
1632,3,3,5
1042,1,1,127
