,y,prediction,leaf
106,2,2,14
25,1,1,15
78,2,2,13
101,2,2,13
12,1,1,15
57,1,1,15
4,1,1,15
15,1,1,15
31,1,1,15
8,1,1,15
123,2,2,4
97,2,2,13
96,2,2,14
104,2,2,13
36,1,1,15
99,2,2,13
117,2,2,13
131,3,3,5
168,3,3,5
30,1,1,15
17,1,1,15
90,2,2,14
50,1,1,15
91,2,2,14
110,2,2,14
19,1,1,15
45,1,1,15
120,2,2,14
80,2,2,14
77,2,2,14
139,3,1,15
150,3,3,5
49,1,1,15
13,1,1,15
135,3,3,5
53,1,1,15
109,2,2,14
9,1,1,15
61,2,2,13
54,1,1,15
0,1,1,15
71,2,1,15
171,3,3,5
163,3,3,5
44,1,1,15
125,2,2,14
85,2,2,13
70,2,2,13
6,1,1,15
67,2,2,13
153,3,3,5
147,3,3,5
154,3,3,5
5,1,1,15
86,2,2,14
3,1,1,15
141,3,3,5
158,3,3,5
137,3,3,12
75,2,2,14
88,2,2,14
111,2,2,13
157,3,3,5
145,3,3,5
119,2,2,14
172,3,3,5
55,1,1,15
63,2,2,13
69,2,2,14
103,2,2,14
140,3,1,15
47,1,1,15
116,2,2,14
161,3,1,15
174,3,3,5
34,1,1,15
167,3,3,5
151,3,3,5
