,y,prediction,leaf
106,2,2,7
25,1,2,7
78,2,2,7
101,2,2,7
12,1,1,6
57,1,1,6
4,1,2,7
15,1,1,6
31,1,1,6
8,1,2,7
123,2,2,4
97,2,2,7
96,2,2,7
104,2,2,7
36,1,2,7
99,2,2,7
117,2,2,7
131,3,3,5
168,3,3,5
30,1,1,6
17,1,1,6
90,2,2,7
50,1,1,6
91,2,2,7
110,2,2,7
19,1,2,7
45,1,1,6
120,2,2,7
80,2,2,7
77,2,2,7
139,3,2,7
150,3,3,5
49,1,1,6
13,1,1,6
135,3,3,5
53,1,1,6
109,2,2,7
9,1,2,7
61,2,2,7
54,1,1,6
0,1,1,6
71,2,2,7
171,3,3,5
163,3,3,5
44,1,2,7
125,2,2,7
85,2,2,7
70,2,2,7
6,1,1,6
67,2,2,7
153,3,3,5
147,3,3,5
154,3,3,5
5,1,1,6
86,2,2,7
3,1,1,6
141,3,3,5
158,3,3,5
137,3,2,7
75,2,2,7
88,2,2,7
111,2,2,7
157,3,3,5
145,3,3,5
119,2,2,7
172,3,3,5
55,1,1,6
63,2,2,7
69,2,2,7
103,2,2,7
140,3,2,7
47,1,2,7
116,2,2,7
161,3,2,7
174,3,3,5
34,1,1,6
167,3,3,5
151,3,3,5
