,y,prediction,leaf
0,2,2,14
1,2,2,14
2,2,2,14
4,2,2,14
5,2,2,12
6,2,2,14
7,2,2,9
8,2,2,10
9,2,2,12
10,2,1,11
11,2,2,14
12,2,2,14
14,2,2,9
15,2,2,9
16,2,2,9
17,2,2,14
18,2,2,14
19,1,1,13
20,1,1,13
21,1,1,15
22,2,2,10
24,2,2,14
25,2,2,14
26,2,2,10
27,2,2,14
28,2,2,14
29,2,2,14
30,2,2,14
31,2,2,9
32,2,2,14
33,2,2,14
34,2,2,9
35,2,2,9
37,1,1,15
39,2,2,9
40,2,1,13
41,2,1,15
42,2,2,14
43,2,2,9
44,2,1,15
45,2,2,14
46,1,1,15
47,2,2,12
48,1,1,15
49,1,1,13
50,1,1,15
51,1,1,13
52,1,1,15
53,2,2,14
54,2,1,11
55,1,1,15
58,1,1,13
60,1,1,15
61,1,1,15
62,2,2,10
64,2,2,9
65,2,2,10
66,1,1,15
67,1,1,15
68,1,1,15
70,2,2,14
71,1,1,15
72,2,2,14
73,2,2,9
74,1,1,13
75,2,2,9
76,1,1,13
77,2,2,14
78,2,2,14
79,1,1,13
80,1,1,15
81,1,2,12
82,2,2,14
84,1,1,15
86,2,2,9
87,2,2,14
88,1,1,15
89,1,1,8
90,1,1,15
91,2,2,9
92,1,1,15
93,1,1,13
94,2,2,10
95,2,2,14
96,1,1,15
97,1,1,15
98,1,1,15
99,2,2,9
101,1,1,15
102,1,1,15
103,1,1,15
104,1,1,15
105,2,2,10
106,1,1,15
107,1,1,15
108,2,2,14
109,1,1,15
110,1,1,15
111,1,1,15
112,1,2,9
113,1,1,15
114,1,1,15
115,1,1,15
116,1,1,15
117,2,2,10
118,2,2,10
119,2,2,9
120,1,1,15
121,2,2,14
122,2,2,14
123,1,1,13
124,1,1,13
125,1,1,13
126,2,1,11
127,2,2,14
128,1,2,10
129,2,2,14
130,1,1,15
131,2,2,9
132,2,2,9
133,1,1,8
134,2,2,14
136,1,1,15
137,1,1,15
138,2,2,10
139,1,1,15
140,1,1,15
141,2,2,9
142,1,1,15
143,1,1,13
144,1,1,15
145,1,1,15
147,1,1,11
149,1,1,13
150,1,1,13
151,1,1,15
152,1,1,15
153,1,1,15
154,1,1,13
155,1,1,15
156,2,2,10
157,1,1,11
159,1,1,15
161,2,2,14
162,2,2,14
164,2,2,14
165,1,1,13
166,1,1,15
167,2,2,9
168,2,2,14
169,1,1,15
170,1,1,15
172,2,2,10
173,1,1,15
174,1,1,15
175,1,1,15
176,1,1,15
177,2,2,10
179,1,1,15
180,2,2,14
181,2,2,14
184,2,1,11
185,1,1,15
186,2,2,14
187,1,1,15
188,1,1,15
189,1,1,15
190,2,2,9
191,1,1,15
193,2,2,12
194,2,2,10
195,1,1,15
196,2,2,9
197,2,2,9
198,2,2,14
199,2,2,9
200,1,1,13
201,2,2,14
202,2,2,14
203,2,2,10
204,1,1,13
205,2,1,11
206,1,1,15
207,2,2,9
208,1,1,13
209,1,1,11
210,2,2,14
211,1,1,15
212,2,2,14
213,2,2,9
214,2,2,9
215,2,2,12
216,1,1,15
217,1,1,15
218,2,2,14
219,2,2,14
220,1,1,13
221,1,1,13
222,1,1,15
223,2,2,9
224,1,1,13
225,1,1,11
226,1,1,15
228,1,1,13
229,2,2,12
230,2,2,10
231,1,1,15
232,1,1,15
233,2,2,14
234,1,1,15
235,1,1,13
236,2,2,14
237,2,2,14
238,1,1,13
239,2,2,14
240,1,1,13
241,1,1,15
242,1,1,15
243,1,1,13
244,2,2,14
245,1,1,15
246,1,1,15
247,1,2,12
248,1,1,15
249,1,1,15
250,2,2,14
252,2,2,14
254,2,2,14
255,2,2,9
256,2,2,14
257,2,2,10
258,2,2,14
259,2,2,9
260,2,2,14
261,2,1,11
262,2,2,14
264,2,2,14
265,2,2,14
266,1,1,15
267,1,1,13
268,1,1,15
269,1,1,15
270,1,1,13
271,1,1,15
272,2,2,14
273,1,1,15
274,2,2,14
275,1,1,15
277,2,2,9
279,1,1,13
280,2,2,14
281,1,1,15
282,2,2,14
283,2,2,10
284,1,1,15
286,1,1,15
287,1,1,15
288,1,1,15
289,1,1,15
290,1,1,13
291,1,1,11
292,1,1,15
294,1,1,15
295,1,1,13
296,1,1,15
297,2,1,15
298,1,1,11
299,1,1,15
300,2,2,14
301,1,1,15
302,2,2,14
303,1,1,15
304,1,1,15
305,1,1,15
306,1,1,13
307,1,1,15
308,1,1,13
309,1,1,13
310,1,1,15
311,1,1,15
312,1,1,13
313,1,1,15
314,1,1,15
315,1,1,15
317,2,2,14
318,1,1,15
319,1,1,15
320,1,1,15
321,2,2,14
323,2,2,14
324,1,1,15
325,1,1,15
326,1,1,13
327,1,1,15
328,2,2,10
330,2,2,9
331,1,1,13
332,1,1,15
333,1,1,15
334,1,1,15
335,2,2,14
336,1,1,15
337,2,2,14
338,1,1,15
339,2,2,14
340,1,1,11
341,1,1,15
342,1,1,15
344,1,1,15
346,1,1,15
347,1,1,11
348,1,1,15
349,1,1,15
350,1,1,15
351,2,2,10
352,2,2,14
353,2,2,9
354,1,1,15
355,1,1,15
356,1,1,13
357,1,1,13
358,1,1,15
359,1,1,15
362,1,1,15
363,1,2,9
364,1,1,13
365,2,2,14
366,2,2,14
367,1,1,13
368,2,2,14
369,2,2,14
370,2,2,10
371,1,1,15
372,2,2,14
373,2,2,14
374,1,1,13
375,1,1,8
376,1,1,15
377,1,1,13
378,1,1,13
380,1,1,15
381,1,1,15
382,1,1,15
383,1,1,13
384,1,1,13
385,2,1,13
386,1,1,15
387,1,1,13
388,1,1,15
389,2,2,14
390,1,1,15
392,2,2,14
393,2,2,14
394,1,1,15
395,1,1,13
396,1,1,13
397,1,1,15
399,1,1,15
400,2,2,14
402,1,1,13
403,1,1,15
404,1,1,15
405,1,1,15
406,1,1,11
408,2,2,14
409,1,1,13
410,1,1,15
411,1,1,15
412,1,1,15
413,1,1,11
414,2,1,11
415,1,1,15
416,1,1,15
417,2,2,14
418,1,1,15
419,1,1,15
420,1,1,15
421,1,1,8
422,1,1,15
423,1,1,13
424,1,1,15
425,1,1,15
426,1,1,15
427,1,1,15
428,1,1,15
429,1,1,15
430,2,2,10
431,1,1,15
432,2,2,14
433,2,2,14
434,1,1,15
435,2,2,9
436,1,1,13
437,1,1,13
438,1,1,13
439,1,1,13
440,1,1,15
441,2,2,9
442,1,1,13
443,1,1,15
444,2,2,9
445,1,1,15
446,2,2,14
447,1,1,11
448,1,1,11
449,2,2,14
450,1,1,15
451,2,2,14
452,1,1,15
453,1,1,13
454,1,1,13
455,1,1,13
456,1,1,15
457,1,1,13
458,1,1,13
459,1,1,15
460,2,2,14
461,2,2,14
462,1,1,13
463,1,1,15
464,1,1,13
465,1,1,11
466,1,2,12
467,1,1,15
468,2,2,14
469,1,1,15
470,1,1,15
471,1,1,15
472,1,1,11
473,1,1,15
475,1,1,13
476,1,1,11
477,1,1,13
478,1,1,15
479,2,2,10
480,1,1,15
481,1,1,15
482,1,1,13
483,1,1,13
484,1,1,8
485,1,1,15
486,1,1,11
487,2,2,14
488,1,1,15
489,2,1,11
490,1,1,13
492,2,2,14
493,1,1,15
495,1,1,15
497,1,1,13
498,2,2,14
499,2,2,14
500,1,2,9
501,2,2,9
503,2,2,14
504,1,1,15
505,1,1,15
506,1,1,15
507,1,1,15
508,1,1,11
509,2,2,10
510,1,1,15
511,1,1,13
512,2,2,9
513,1,1,11
514,2,1,11
516,2,2,14
518,1,1,13
519,1,1,13
520,1,1,15
521,2,2,14
522,1,1,15
524,1,1,15
525,1,1,15
526,1,1,13
527,1,1,15
528,1,1,13
529,1,1,15
530,1,1,15
532,1,1,13
533,2,2,14
535,2,2,14
536,2,2,12
537,1,1,15
538,1,1,15
539,1,1,15
540,1,1,15
541,1,1,11
542,1,1,11
543,1,1,13
544,1,1,13
545,1,1,13
547,1,1,15
548,1,1,15
549,1,1,15
550,1,1,15
551,1,1,15
552,1,1,15
553,1,1,15
554,1,1,15
555,1,1,15
556,1,1,15
558,1,1,11
559,1,1,15
560,1,1,13
561,1,1,15
563,2,2,14
564,2,2,14
565,2,2,14
566,2,2,9
567,2,2,14
568,1,1,15
