,y,prediction
0,1,1
1,1,1
2,1,1
3,1,1
4,1,2
5,1,1
6,1,1
7,1,1
8,1,1
9,1,1
10,1,1
11,1,1
12,1,1
13,1,1
14,1,1
15,1,1
16,1,1
17,1,1
18,1,1
20,1,2
21,1,2
22,1,1
23,1,1
24,1,2
25,1,2
26,1,1
27,1,1
28,1,2
29,1,1
30,1,1
31,1,1
32,1,1
33,1,1
34,1,1
35,1,2
36,1,2
37,1,1
38,1,1
39,1,2
40,1,2
42,1,1
43,1,2
44,1,2
45,1,1
47,1,2
48,1,1
51,1,1
53,1,1
54,1,1
55,1,1
56,1,2
57,1,1
58,1,1
59,2,3
60,2,3
61,2,2
62,2,2
63,2,2
64,2,2
65,2,2
66,2,2
67,2,2
69,2,2
70,2,3
72,2,2
73,2,2
74,2,2
75,2,2
76,2,2
77,2,2
78,2,2
79,2,2
81,2,2
82,2,2
83,2,2
84,2,2
85,2,2
86,2,2
87,2,2
88,2,2
89,2,2
90,2,2
91,2,2
92,2,2
93,2,2
94,2,2
96,2,3
98,2,2
99,2,2
100,2,2
101,2,2
103,2,2
104,2,2
105,2,2
106,2,2
107,2,2
108,2,2
109,2,2
110,2,2
111,2,2
113,2,2
114,2,2
115,2,2
116,2,2
117,2,2
118,2,2
119,2,2
120,2,2
121,2,2
122,2,2
123,2,2
124,2,2
125,2,2
126,2,2
127,2,2
128,2,2
129,2,2
130,3,2
131,3,2
132,3,3
133,3,3
134,3,3
135,3,3
136,3,3
139,3,3
140,3,3
141,3,3
142,3,3
143,3,3
144,3,3
145,3,3
146,3,3
147,3,3
148,3,3
149,3,2
150,3,2
151,3,2
152,3,2
153,3,3
154,3,3
155,3,3
156,3,3
159,3,3
160,3,3
162,3,3
163,3,3
164,3,3
165,3,3
166,3,3
167,3,3
168,3,3
169,3,3
170,3,3
171,3,3
172,3,3
173,3,3
174,3,3
175,3,3
176,3,3
177,3,3
