,y,prediction,leaf
0,1,1,238
1,1,1,165
2,1,1,255
3,1,1,155
4,1,2,171
5,1,2,181
6,1,1,255
9,2,2,169
10,2,2,191
11,2,2,171
12,1,1,231
13,1,1,246
14,2,2,191
15,1,1,155
16,1,1,253
17,1,1,255
18,1,1,158
20,2,2,179
22,1,1,159
23,1,1,159
24,1,1,255
25,2,2,171
26,1,1,253
27,2,2,191
28,1,1,242
29,1,1,143
30,1,1,245
31,1,1,253
32,1,1,238
33,1,1,187
34,1,1,190
35,1,1,255
36,1,1,253
37,1,1,252
38,2,1,187
39,1,1,189
40,1,1,159
41,1,2,171
42,1,2,175
46,1,1,143
47,1,1,207
48,1,2,191
49,1,1,251
50,1,1,190
51,1,1,253
52,2,2,178
53,2,2,232
55,2,2,191
56,1,1,153
57,1,2,191
58,1,1,143
59,1,1,139
60,1,2,171
61,1,1,255
62,1,1,143
63,2,2,179
64,1,1,246
65,1,1,143
66,1,1,255
67,2,1,143
68,2,2,191
69,1,1,253
70,1,1,250
71,1,1,237
72,2,2,173
73,1,1,253
74,1,2,191
75,1,1,255
76,1,2,191
77,1,1,155
78,1,1,253
79,1,1,159
80,1,1,253
81,1,2,171
82,1,1,143
83,1,1,143
84,2,1,255
86,2,1,143
87,1,2,176
88,1,1,255
89,2,2,218
90,1,2,191
91,1,1,255
92,1,1,255
93,1,1,134
95,1,1,246
96,2,2,179
97,2,2,191
98,1,1,254
99,1,1,255
100,2,2,181
101,2,2,174
102,1,1,215
103,1,1,253
104,1,1,255
105,2,1,139
106,1,1,253
107,1,1,255
108,1,1,255
109,1,1,143
110,1,1,231
112,2,1,143
114,1,1,255
115,1,1,158
116,1,2,191
117,2,2,191
118,1,2,191
119,1,1,253
120,1,1,253
121,1,2,174
122,1,1,237
123,2,2,175
124,1,1,253
125,2,2,169
126,1,1,253
127,2,1,187
128,1,1,143
129,1,1,255
130,1,1,246
131,1,1,253
132,1,1,135
133,1,2,175
134,1,1,255
135,2,2,179
136,1,1,143
137,1,1,187
138,1,1,253
139,2,2,191
140,1,1,143
141,1,1,255
142,1,1,253
143,2,1,251
144,1,1,255
145,1,1,255
146,1,1,190
147,1,1,255
149,1,1,255
150,1,1,255
151,1,1,255
152,1,1,237
153,1,1,253
154,2,1,255
155,1,1,143
156,1,1,229
157,1,1,255
158,1,1,246
159,1,1,235
160,1,1,255
161,1,1,253
162,1,1,207
163,1,1,254
164,2,2,183
165,1,1,255
166,1,1,254
167,1,1,214
168,1,1,253
171,1,1,139
172,2,2,191
173,1,1,235
174,2,2,171
175,1,1,255
176,1,1,253
177,1,1,255
180,2,2,191
181,1,1,255
182,1,1,255
183,2,1,159
184,2,2,191
185,1,1,143
186,1,1,239
187,1,1,235
188,1,2,176
189,2,2,179
190,1,1,255
191,1,1,190
192,1,2,171
193,1,2,191
194,1,1,165
195,1,1,155
196,1,1,255
197,2,2,206
198,2,2,179
199,1,1,253
201,1,1,253
202,2,2,174
204,1,1,255
205,1,1,253
206,2,2,171
208,2,2,128
209,1,1,253
210,1,1,143
211,2,1,143
212,1,1,255
213,1,1,143
214,2,1,159
215,2,1,233
216,1,1,255
217,1,2,175
218,1,2,175
219,1,1,253
220,1,1,187
221,1,1,255
222,1,1,255
223,1,1,135
224,1,1,255
225,1,1,253
226,1,1,255
227,1,1,143
229,1,1,255
230,1,1,255
231,1,1,255
232,1,1,253
233,1,1,255
234,2,1,221
235,1,1,143
236,1,1,255
237,2,2,174
238,2,2,180
239,1,1,253
240,2,2,171
241,1,1,134
242,1,1,190
243,1,1,253
244,1,1,255
245,1,1,135
246,2,1,143
247,1,1,255
248,2,2,191
249,1,1,143
250,2,2,178
251,1,2,169
252,1,1,255
253,1,1,253
254,1,1,255
255,2,1,143
256,1,1,253
257,1,1,255
258,1,1,254
259,1,1,255
260,1,1,239
261,1,1,143
262,1,1,253
263,1,2,191
264,1,1,157
265,2,2,191
266,1,1,253
267,2,2,141
268,1,1,237
269,2,1,139
270,2,2,141
271,1,1,253
272,1,2,183
273,1,1,211
274,1,1,251
275,1,1,143
276,2,2,191
277,1,1,254
278,1,1,253
279,2,1,190
280,1,1,231
281,2,2,191
283,1,1,239
284,1,1,253
285,2,2,183
287,1,1,255
288,1,1,231
289,1,1,159
290,1,2,175
293,1,1,253
294,1,1,237
295,1,1,135
296,1,1,235
297,1,2,183
298,1,1,253
300,2,2,169
301,1,1,253
302,2,1,139
303,2,1,143
304,1,1,190
305,1,1,255
306,1,1,253
307,1,1,250
308,2,2,191
309,2,2,191
310,1,1,231
312,1,1,253
313,2,1,239
314,1,1,253
315,1,1,253
317,1,1,157
318,1,1,255
