,y,prediction
0,2,1
2,2,1
3,2,1
4,2,1
5,2,1
6,2,1
7,2,1
8,2,2
9,2,2
10,1,1
11,1,1
12,1,1
13,2,2
14,1,1
15,1,1
16,1,1
17,1,1
18,1,1
19,1,1
20,1,1
21,1,1
22,1,1
23,1,1
24,1,1
25,1,1
26,1,1
27,1,1
28,1,1
29,1,1
30,2,2
32,1,1
33,1,1
34,1,1
35,1,1
36,2,2
37,1,1
38,1,1
39,1,1
40,1,1
41,2,2
42,1,1
43,1,1
44,1,1
45,1,1
46,1,1
47,2,2
49,1,1
50,1,1
51,1,1
52,1,1
53,1,1
55,1,1
56,1,1
57,1,1
58,1,1
59,1,1
60,1,1
61,2,1
62,2,1
63,2,1
64,2,1
65,2,2
66,2,2
67,2,1
68,2,1
69,2,1
70,2,2
71,2,1
72,2,1
73,2,1
75,2,1
76,2,2
77,2,2
79,2,2
80,1,1
81,1,1
82,1,1
83,2,2
84,2,2
85,1,1
86,1,1
87,2,2
88,2,2
89,2,2
90,1,1
91,1,1
92,2,2
93,1,1
94,1,1
95,1,1
96,1,1
97,2,2
99,2,2
100,1,1
101,2,2
102,2,2
103,1,1
105,1,1
106,1,1
107,2,2
108,2,2
109,2,2
110,2,2
111,2,2
112,2,2
113,2,2
114,2,2
115,2,2
116,2,2
117,2,2
118,2,2
120,2,2
121,2,2
122,2,2
123,2,2
124,2,2
125,2,2
126,2,1
127,2,1
128,2,1
129,2,1
131,2,1
134,2,1
135,2,1
136,2,1
137,2,1
138,2,1
139,2,1
141,2,2
142,2,1
143,2,1
144,2,1
145,2,1
146,2,1
147,2,1
148,2,2
149,2,2
150,2,1
151,2,1
152,2,1
153,2,1
154,2,1
155,2,1
156,2,2
158,2,1
159,2,1
160,2,1
161,2,1
162,2,1
163,2,1
164,2,2
165,2,2
167,2,1
168,2,1
169,2,1
171,2,1
172,2,2
173,2,2
174,1,1
176,1,1
177,1,1
178,1,1
179,1,1
181,2,2
182,1,1
183,1,1
185,1,1
186,1,1
187,1,1
188,2,2
189,2,2
190,1,1
191,1,1
192,1,1
193,1,1
194,1,1
196,2,2
198,1,1
199,1,1
200,1,1
201,1,1
202,1,1
203,1,1
204,2,2
205,2,2
206,1,1
209,1,1
210,1,1
211,1,1
212,2,2
213,2,2
214,1,1
215,1,1
217,1,1
218,1,1
219,1,1
220,2,2
221,2,2
222,1,1
223,1,1
224,1,1
226,1,1
227,1,1
228,2,2
230,1,1
231,1,1
233,1,1
234,1,1
235,1,1
236,2,2
237,2,2
238,1,1
239,1,1
240,1,1
243,1,1
244,2,2
245,2,2
246,1,1
247,1,1
248,1,1
249,1,1
250,1,1
252,2,2
253,2,2
254,1,1
255,1,1
257,1,1
258,1,1
259,1,1
260,2,2
261,2,2
262,1,1
264,1,1
265,1,1
266,1,1
267,1,1
268,2,2
269,2,2
270,1,1
271,1,1
272,1,1
273,1,1
274,1,1
275,1,1
276,2,2
278,1,1
279,1,1
280,1,1
281,1,1
282,1,1
283,1,1
284,2,2
285,2,2
286,1,1
287,1,1
288,1,1
289,1,1
290,1,1
291,1,1
292,2,2
293,2,2
294,1,1
295,1,1
296,1,1
297,1,1
298,1,1
300,2,2
301,2,2
302,1,1
303,1,1
304,1,1
305,1,1
306,1,1
307,1,1
308,2,2
310,1,1
311,1,1
312,1,1
314,1,1
315,1,1
316,2,2
317,2,2
318,2,1
319,2,1
320,2,1
321,2,1
322,2,1
323,2,1
324,2,2
325,2,2
326,2,1
327,2,1
328,2,1
329,2,1
330,2,1
331,2,1
332,2,2
333,2,2
334,2,1
335,2,1
336,2,1
337,2,1
339,2,1
340,2,2
341,2,2
342,2,1
343,2,1
345,2,1
348,2,2
349,2,2
350,2,1
351,2,1
352,2,1
353,2,1
354,2,1
355,2,1
356,2,2
358,2,1
359,2,1
360,2,1
361,2,1
362,2,1
363,2,1
364,2,2
365,2,2
366,1,1
367,1,1
368,1,1
369,1,1
370,1,1
371,1,1
372,2,2
373,2,2
374,1,1
375,1,1
376,1,1
377,1,1
378,1,1
379,1,1
380,2,2
381,2,2
382,1,1
383,1,1
384,1,1
385,1,1
386,1,1
387,1,1
388,2,2
389,2,2
391,1,1
392,1,1
393,1,1
395,1,1
396,2,2
397,2,2
399,1,1
400,1,1
401,1,1
402,1,1
403,1,1
404,2,2
405,2,2
407,1,1
408,1,1
409,1,1
410,1,1
411,1,1
412,2,2
413,2,2
414,1,1
415,1,1
416,1,1
417,1,1
418,1,1
419,1,1
420,2,2
422,1,1
423,1,1
424,1,1
426,1,1
427,1,1
428,2,2
429,2,2
430,1,1
431,1,1
432,1,1
433,1,1
434,1,1
435,1,1
436,2,2
437,2,2
439,1,1
440,1,1
442,1,1
443,1,1
444,2,2
445,2,2
446,1,1
447,1,1
448,1,1
449,1,1
450,1,1
451,1,1
452,2,2
453,2,2
454,1,1
455,1,1
456,1,1
457,1,1
458,1,1
459,1,1
460,2,2
461,2,2
462,1,1
463,1,1
464,1,1
465,1,1
466,1,1
467,1,1
468,2,2
469,2,2
470,1,1
471,1,1
472,1,1
473,1,1
474,1,1
475,1,1
476,2,2
477,2,2
478,1,1
479,1,1
480,1,1
481,1,1
482,1,1
483,1,1
484,2,2
485,2,2
486,1,1
487,1,1
488,1,1
490,1,1
493,2,2
494,1,1
495,1,1
496,1,1
497,1,1
498,1,1
499,1,1
500,2,2
501,2,2
502,1,1
503,1,1
504,1,1
505,1,1
506,1,1
507,1,1
508,2,2
509,2,2
510,2,2
512,2,2
513,2,2
514,2,2
515,2,2
517,2,2
518,2,2
519,2,2
520,2,2
521,2,2
522,2,2
523,2,2
524,2,2
525,2,2
526,2,2
527,2,2
528,2,2
529,2,2
530,2,2
531,2,2
532,2,2
533,2,2
534,2,2
535,2,2
536,2,2
537,2,2
538,2,2
539,2,2
540,2,2
541,2,2
542,2,2
544,2,2
545,2,2
546,2,2
547,2,2
549,2,2
550,2,2
551,2,2
552,2,2
553,2,2
554,2,2
555,2,2
