,y,prediction
0,1,1
1,1,1
2,1,1
3,1,1
4,1,1
5,1,1
6,1,1
7,1,1
8,1,1
10,1,1
11,1,2
12,1,2
13,2,1
14,1,1
15,2,1
16,1,1
17,1,1
18,2,1
19,1,1
20,2,1
21,1,1
22,1,1
23,1,1
24,2,1
25,1,1
26,2,1
27,1,1
28,2,1
29,1,1
30,1,1
31,2,2
32,2,2
33,1,2
34,2,1
35,2,2
38,1,1
39,1,1
41,1,1
42,1,1
43,1,1
44,2,1
45,2,1
46,1,1
47,2,1
48,1,1
49,2,1
52,1,1
53,2,1
54,1,1
55,1,1
56,2,2
57,1,1
58,1,2
59,1,1
60,2,2
61,1,1
62,2,2
63,2,2
64,1,2
65,1,1
66,2,1
67,1,1
68,2,1
70,1,1
71,2,1
72,1,1
74,1,1
75,1,1
76,2,2
77,1,1
79,2,2
80,1,2
81,2,2
82,1,1
83,1,1
84,1,1
85,2,1
86,1,1
87,2,1
88,1,1
89,1,1
90,2,1
91,1,1
93,1,1
94,1,1
95,1,2
96,2,2
97,1,1
98,2,2
99,1,2
100,1,2
101,2,1
102,2,2
104,2,1
106,2,1
107,1,1
108,2,1
109,1,1
110,1,1
111,1,1
113,1,1
115,1,1
116,2,2
117,2,2
119,2,2
121,1,1
122,2,2
123,2,2
124,1,1
125,2,1
126,1,1
127,2,1
128,1,1
129,2,1
130,2,2
131,2,1
132,2,2
133,1,1
134,1,1
135,1,2
136,2,2
137,1,1
138,2,2
139,2,1
140,2,2
141,1,1
142,2,2
143,2,2
144,1,2
145,1,1
146,1,1
148,1,1
149,2,2
150,1,2
151,1,1
152,1,1
153,2,2
154,1,1
155,1,1
156,1,1
157,1,1
159,2,2
160,1,2
161,1,1
162,2,2
163,1,2
164,1,2
165,1,1
166,2,2
167,1,2
168,1,1
169,1,1
170,1,1
172,1,1
173,1,1
174,1,1
175,1,1
176,1,1
177,1,1
178,1,1
179,1,1
180,1,1
181,1,1
183,1,1
184,1,1
185,1,1
186,1,1
187,1,1
188,1,1
189,1,1
190,1,1
191,1,1
192,1,1
193,1,1
194,1,1
195,1,1
197,1,1
198,1,1
199,1,1
200,1,1
201,1,2
202,1,1
203,1,2
204,2,1
205,1,2
206,2,1
207,1,2
208,2,1
209,1,2
210,1,1
212,2,1
213,1,2
214,2,1
215,1,2
216,2,1
217,1,1
218,1,1
219,1,1
220,1,1
221,1,1
222,1,1
225,1,1
226,1,1
227,1,1
228,2,1
229,1,1
230,2,1
231,1,1
232,2,1
233,1,1
235,1,1
236,2,1
237,1,1
238,2,1
239,1,1
240,2,1
242,1,1
243,1,1
246,2,1
247,1,1
248,2,1
249,1,2
250,2,1
251,2,2
253,2,2
254,1,1
255,2,2
256,1,1
257,1,2
258,2,1
259,2,2
260,1,1
261,2,2
262,1,1
263,2,2
264,1,1
265,1,1
266,1,1
267,1,1
268,1,1
269,1,1
270,1,1
271,1,1
272,1,1
273,1,1
275,1,1
276,2,1
277,1,1
278,2,1
279,1,1
280,2,1
281,1,1
282,1,1
283,1,1
284,2,1
285,1,1
286,2,1
287,1,1
288,2,1
289,1,1
290,1,1
291,1,1
292,2,1
293,1,1
294,2,1
295,1,1
296,2,1
297,1,2
298,2,1
299,2,2
300,1,1
301,2,2
302,1,1
303,2,2
304,1,1
307,2,2
308,1,1
309,2,2
310,1,1
311,2,2
312,1,1
314,1,2
315,1,1
316,1,2
317,1,1
318,1,2
319,1,1
320,1,2
321,1,1
322,1,1
323,1,2
324,2,2
325,1,2
327,1,2
328,2,2
329,1,1
330,1,1
332,2,2
333,1,2
334,2,2
335,1,2
336,2,2
337,1,1
338,1,1
339,1,1
340,2,1
341,1,1
342,2,1
343,1,1
344,2,1
345,1,1
346,2,1
348,1,1
350,1,1
352,1,1
353,1,1
354,2,1
355,2,1
356,1,1
357,2,1
358,1,1
361,1,1
363,1,1
364,2,2
365,1,1
366,2,2
367,1,1
368,2,2
369,1,1
370,2,1
371,2,2
372,1,2
373,2,2
374,1,2
375,2,2
376,1,2
377,1,1
378,2,1
379,2,2
380,1,2
381,2,2
382,1,2
383,2,2
385,1,1
386,2,1
387,2,1
388,1,1
389,2,1
390,1,1
391,2,1
392,1,1
393,2,1
394,1,1
395,1,1
396,1,1
397,1,1
398,1,1
399,1,1
400,1,1
401,2,1
402,1,1
404,1,1
405,1,1
406,1,1
407,1,1
408,1,1
409,1,1
410,1,2
411,1,1
412,2,2
413,1,1
414,2,2
415,1,1
416,2,2
417,1,1
418,2,1
419,2,2
420,1,2
421,2,2
422,1,2
423,2,2
425,1,1
426,2,1
427,2,2
428,1,2
429,2,2
430,1,2
431,2,2
432,1,2
434,2,1
435,2,1
436,1,1
437,2,1
438,1,1
439,2,1
440,1,1
441,2,1
442,1,1
443,1,1
444,1,1
445,1,1
446,1,1
447,1,1
448,1,1
449,2,1
450,1,1
451,1,1
452,1,1
453,1,1
454,1,1
455,1,1
456,1,1
457,1,1
458,1,2
459,1,1
460,1,2
461,1,1
462,1,2
463,1,1
464,1,2
465,1,1
466,1,1
467,1,2
468,2,2
469,1,2
470,2,2
471,1,2
472,2,2
473,1,1
474,1,1
475,1,2
476,2,2
477,1,2
478,2,2
479,1,2
480,2,2
481,1,1
482,1,1
483,1,1
485,1,1
486,2,1
487,1,1
488,2,1
489,1,2
490,2,1
491,2,2
492,1,1
493,2,2
494,1,1
495,2,2
496,1,1
497,1,2
498,2,1
499,2,2
500,1,1
501,2,2
503,2,2
504,1,1
505,1,1
506,1,2
508,2,2
509,1,1
510,2,2
511,1,1
512,2,2
513,1,1
514,2,1
515,2,2
518,1,2
519,2,2
520,1,2
521,1,1
522,2,1
523,2,2
524,1,2
525,2,2
526,1,2
527,2,2
528,1,2
530,2,1
531,2,1
532,1,1
533,2,1
534,1,1
535,2,1
536,1,1
537,2,2
538,1,1
539,1,2
540,1,1
541,1,2
542,1,1
543,1,2
544,1,1
545,2,2
546,1,1
547,1,2
548,1,1
549,1,2
550,1,1
551,1,2
552,1,1
553,1,1
554,1,2
555,1,1
556,2,2
557,1,1
559,1,1
560,2,2
561,1,1
563,2,2
564,1,2
566,1,2
567,2,2
568,1,2
569,1,1
570,2,1
571,2,2
572,1,2
573,2,2
574,1,2
575,2,2
576,1,2
577,1,1
578,2,1
579,2,1
580,1,1
581,2,1
582,1,1
584,1,1
587,1,2
589,1,2
590,1,1
591,1,2
592,1,1
593,2,2
594,1,1
595,1,2
596,1,1
598,1,1
599,1,2
