,0,1
0,0.5254237288135594,0.4745762711864407
1,0.5254237288135594,0.4745762711864407
2,0.5254237288135594,0.4745762711864407
3,0.5254237288135594,0.4745762711864407
4,0.5254237288135594,0.4745762711864407
5,0.5254237288135594,0.4745762711864407
6,0.5254237288135594,0.4745762711864407
7,0.0,1.0
8,0.0,1.0
9,0.5254237288135594,0.4745762711864407
10,0.5254237288135594,0.4745762711864407
11,0.5254237288135594,0.4745762711864407
12,0.0,1.0
13,0.5254237288135594,0.4745762711864407
14,0.5254237288135594,0.4745762711864407
15,0.5254237288135594,0.4745762711864407
16,0.5254237288135594,0.4745762711864407
17,0.5254237288135594,0.4745762711864407
18,0.5254237288135594,0.4745762711864407
19,0.5254237288135594,0.4745762711864407
20,0.5254237288135594,0.4745762711864407
21,0.5254237288135594,0.4745762711864407
22,1.0,0.0
23,1.0,0.0
24,1.0,0.0
25,1.0,0.0
26,0.0,1.0
27,1.0,0.0
28,1.0,0.0
29,1.0,0.0
30,1.0,0.0
31,1.0,0.0
32,1.0,0.0
33,1.0,0.0
34,0.0,1.0
35,1.0,0.0
36,1.0,0.0
37,0.5254237288135594,0.4745762711864407
38,0.5254237288135594,0.4745762711864407
39,0.0,1.0
40,0.0,1.0
41,0.5254237288135594,0.4745762711864407
42,0.5254237288135594,0.4745762711864407
43,0.5254237288135594,0.4745762711864407
44,0.5254237288135594,0.4745762711864407
45,0.5254237288135594,0.4745762711864407
46,0.5254237288135594,0.4745762711864407
47,0.5254237288135594,0.4745762711864407
48,0.5254237288135594,0.4745762711864407
49,0.5254237288135594,0.4745762711864407
50,0.5254237288135594,0.4745762711864407
51,0.5254237288135594,0.4745762711864407
52,0.5254237288135594,0.4745762711864407
53,0.5254237288135594,0.4745762711864407
54,0.0,1.0
55,0.0,1.0
56,0.5254237288135594,0.4745762711864407
57,0.5254237288135594,0.4745762711864407
58,0.5254237288135594,0.4745762711864407
59,0.0,1.0
60,0.5254237288135594,0.4745762711864407
61,0.5254237288135594,0.4745762711864407
62,0.5254237288135594,0.4745762711864407
63,0.5254237288135594,0.4745762711864407
64,0.5254237288135594,0.4745762711864407
65,0.0,1.0
66,0.0,1.0
67,1.0,0.0
68,0.0,1.0
69,1.0,0.0
70,1.0,0.0
71,1.0,0.0
72,0.0,1.0
73,1.0,0.0
74,1.0,0.0
75,0.0,1.0
76,1.0,0.0
77,1.0,0.0
78,0.0,1.0
79,1.0,0.0
80,1.0,0.0
81,1.0,0.0
82,0.0,1.0
83,1.0,0.0
84,0.0,1.0
85,1.0,0.0
86,0.0,1.0
87,0.0,1.0
88,1.0,0.0
89,0.0,1.0
90,1.0,0.0
91,0.0,1.0
92,0.0,1.0
93,0.0,1.0
94,0.0,1.0
95,0.0,1.0
96,0.0,1.0
97,0.0,1.0
98,0.0,1.0
99,0.0,1.0
100,0.0,1.0
101,0.0,1.0
102,0.0,1.0
103,0.0,1.0
104,0.0,1.0
105,0.0,1.0
106,0.0,1.0
107,0.0,1.0
108,0.0,1.0
109,0.0,1.0
110,0.5254237288135594,0.4745762711864407
111,0.5254237288135594,0.4745762711864407
112,0.5254237288135594,0.4745762711864407
113,0.5254237288135594,0.4745762711864407
114,0.5254237288135594,0.4745762711864407
115,0.0,1.0
116,0.0,1.0
117,0.5254237288135594,0.4745762711864407
118,0.5254237288135594,0.4745762711864407
119,0.5254237288135594,0.4745762711864407
120,0.5254237288135594,0.4745762711864407
121,0.5254237288135594,0.4745762711864407
122,0.5254237288135594,0.4745762711864407
123,0.0,1.0
124,0.0,1.0
125,0.5254237288135594,0.4745762711864407
126,0.5254237288135594,0.4745762711864407
127,0.5254237288135594,0.4745762711864407
128,0.5254237288135594,0.4745762711864407
129,0.5254237288135594,0.4745762711864407
130,0.5254237288135594,0.4745762711864407
131,0.0,1.0
132,0.0,1.0
133,0.5254237288135594,0.4745762711864407
134,0.5254237288135594,0.4745762711864407
135,0.5254237288135594,0.4745762711864407
136,0.5254237288135594,0.4745762711864407
137,0.5254237288135594,0.4745762711864407
138,0.5254237288135594,0.4745762711864407
139,0.0,1.0
140,0.0,1.0
141,0.5254237288135594,0.4745762711864407
142,0.5254237288135594,0.4745762711864407
143,0.5254237288135594,0.4745762711864407
144,0.5254237288135594,0.4745762711864407
145,0.5254237288135594,0.4745762711864407
146,0.0,1.0
147,0.0,1.0
148,0.5254237288135594,0.4745762711864407
149,0.5254237288135594,0.4745762711864407
150,0.5254237288135594,0.4745762711864407
151,0.5254237288135594,0.4745762711864407
152,0.5254237288135594,0.4745762711864407
153,0.5254237288135594,0.4745762711864407
154,0.0,1.0
155,0.0,1.0
156,0.5254237288135594,0.4745762711864407
157,0.5254237288135594,0.4745762711864407
158,0.5254237288135594,0.4745762711864407
159,0.5254237288135594,0.4745762711864407
160,0.5254237288135594,0.4745762711864407
161,0.5254237288135594,0.4745762711864407
162,0.0,1.0
163,0.0,1.0
164,0.5254237288135594,0.4745762711864407
165,0.5254237288135594,0.4745762711864407
166,0.5254237288135594,0.4745762711864407
167,0.5254237288135594,0.4745762711864407
168,0.5254237288135594,0.4745762711864407
169,0.5254237288135594,0.4745762711864407
170,0.0,1.0
171,0.5254237288135594,0.4745762711864407
172,0.5254237288135594,0.4745762711864407
173,0.5254237288135594,0.4745762711864407
174,0.5254237288135594,0.4745762711864407
175,0.5254237288135594,0.4745762711864407
176,0.5254237288135594,0.4745762711864407
177,0.0,1.0
178,0.0,1.0
179,0.5254237288135594,0.4745762711864407
180,0.5254237288135594,0.4745762711864407
181,0.5254237288135594,0.4745762711864407
182,0.5254237288135594,0.4745762711864407
183,0.5254237288135594,0.4745762711864407
184,0.0,1.0
185,0.5254237288135594,0.4745762711864407
186,0.5254237288135594,0.4745762711864407
187,0.5254237288135594,0.4745762711864407
188,0.5254237288135594,0.4745762711864407
189,0.5254237288135594,0.4745762711864407
190,0.5254237288135594,0.4745762711864407
191,0.0,1.0
192,0.5254237288135594,0.4745762711864407
193,0.5254237288135594,0.4745762711864407
194,0.5254237288135594,0.4745762711864407
195,0.5254237288135594,0.4745762711864407
196,0.5254237288135594,0.4745762711864407
197,0.5254237288135594,0.4745762711864407
198,0.0,1.0
199,0.0,1.0
200,1.0,0.0
201,1.0,0.0
202,1.0,0.0
203,1.0,0.0
204,1.0,0.0
205,1.0,0.0
206,0.0,1.0
207,0.0,1.0
208,1.0,0.0
209,1.0,0.0
210,1.0,0.0
211,1.0,0.0
212,0.0,1.0
213,0.0,1.0
214,1.0,0.0
215,1.0,0.0
216,1.0,0.0
217,1.0,0.0
218,1.0,0.0
219,0.0,1.0
220,0.0,1.0
221,1.0,0.0
222,1.0,0.0
223,1.0,0.0
224,1.0,0.0
225,1.0,0.0
226,0.0,1.0
227,0.0,1.0
228,1.0,0.0
229,1.0,0.0
230,1.0,0.0
231,1.0,0.0
232,1.0,0.0
233,1.0,0.0
234,0.0,1.0
235,0.0,1.0
236,1.0,0.0
237,1.0,0.0
238,1.0,0.0
239,1.0,0.0
240,1.0,0.0
241,0.0,1.0
242,0.0,1.0
243,0.5254237288135594,0.4745762711864407
244,0.5254237288135594,0.4745762711864407
245,0.5254237288135594,0.4745762711864407
246,0.5254237288135594,0.4745762711864407
247,0.5254237288135594,0.4745762711864407
248,0.5254237288135594,0.4745762711864407
249,0.0,1.0
250,0.0,1.0
251,0.5254237288135594,0.4745762711864407
252,0.5254237288135594,0.4745762711864407
253,0.5254237288135594,0.4745762711864407
254,0.5254237288135594,0.4745762711864407
255,0.5254237288135594,0.4745762711864407
256,0.5254237288135594,0.4745762711864407
257,0.0,1.0
258,0.0,1.0
259,0.5254237288135594,0.4745762711864407
260,0.5254237288135594,0.4745762711864407
261,0.5254237288135594,0.4745762711864407
262,0.5254237288135594,0.4745762711864407
263,0.5254237288135594,0.4745762711864407
264,0.5254237288135594,0.4745762711864407
265,0.0,1.0
266,0.0,1.0
267,0.5254237288135594,0.4745762711864407
268,0.5254237288135594,0.4745762711864407
269,0.5254237288135594,0.4745762711864407
270,0.5254237288135594,0.4745762711864407
271,0.5254237288135594,0.4745762711864407
272,0.0,1.0
273,0.5254237288135594,0.4745762711864407
274,0.5254237288135594,0.4745762711864407
275,0.5254237288135594,0.4745762711864407
276,0.5254237288135594,0.4745762711864407
277,0.5254237288135594,0.4745762711864407
278,0.0,1.0
279,0.0,1.0
280,0.5254237288135594,0.4745762711864407
281,0.5254237288135594,0.4745762711864407
282,0.5254237288135594,0.4745762711864407
283,0.5254237288135594,0.4745762711864407
284,0.5254237288135594,0.4745762711864407
285,0.5254237288135594,0.4745762711864407
286,0.0,1.0
287,0.0,1.0
288,0.5254237288135594,0.4745762711864407
289,0.5254237288135594,0.4745762711864407
290,0.5254237288135594,0.4745762711864407
291,0.5254237288135594,0.4745762711864407
292,0.5254237288135594,0.4745762711864407
293,0.0,1.0
294,0.0,1.0
295,0.5254237288135594,0.4745762711864407
296,0.5254237288135594,0.4745762711864407
297,0.5254237288135594,0.4745762711864407
298,0.5254237288135594,0.4745762711864407
299,0.5254237288135594,0.4745762711864407
300,0.5254237288135594,0.4745762711864407
301,0.0,1.0
302,0.0,1.0
303,0.5254237288135594,0.4745762711864407
304,0.5254237288135594,0.4745762711864407
305,0.5254237288135594,0.4745762711864407
306,0.5254237288135594,0.4745762711864407
307,0.5254237288135594,0.4745762711864407
308,0.0,1.0
309,0.0,1.0
310,0.5254237288135594,0.4745762711864407
311,0.5254237288135594,0.4745762711864407
312,0.5254237288135594,0.4745762711864407
313,0.5254237288135594,0.4745762711864407
314,0.5254237288135594,0.4745762711864407
315,0.5254237288135594,0.4745762711864407
316,0.0,1.0
317,0.5254237288135594,0.4745762711864407
318,0.5254237288135594,0.4745762711864407
319,0.5254237288135594,0.4745762711864407
320,0.5254237288135594,0.4745762711864407
321,0.5254237288135594,0.4745762711864407
322,0.0,1.0
323,0.0,1.0
324,0.5254237288135594,0.4745762711864407
325,0.5254237288135594,0.4745762711864407
326,0.5254237288135594,0.4745762711864407
327,0.5254237288135594,0.4745762711864407
328,0.5254237288135594,0.4745762711864407
329,0.0,1.0
330,0.0,1.0
331,1.0,0.0
332,1.0,0.0
333,1.0,0.0
334,1.0,0.0
335,1.0,0.0
336,1.0,0.0
337,0.0,1.0
338,1.0,0.0
339,1.0,0.0
340,1.0,0.0
341,1.0,0.0
342,1.0,0.0
343,1.0,0.0
344,0.0,1.0
345,1.0,0.0
346,1.0,0.0
347,1.0,0.0
348,1.0,0.0
349,1.0,0.0
350,1.0,0.0
351,0.0,1.0
352,1.0,0.0
353,1.0,0.0
354,1.0,0.0
355,1.0,0.0
356,1.0,0.0
357,0.0,1.0
358,0.0,1.0
359,1.0,0.0
360,1.0,0.0
361,1.0,0.0
362,1.0,0.0
363,1.0,0.0
364,1.0,0.0
365,0.0,1.0
366,0.0,1.0
367,1.0,0.0
368,1.0,0.0
369,1.0,0.0
370,1.0,0.0
371,1.0,0.0
372,0.0,1.0
373,0.0,1.0
374,1.0,0.0
375,1.0,0.0
376,1.0,0.0
377,1.0,0.0
378,1.0,0.0
379,1.0,0.0
380,0.0,1.0
381,0.0,1.0
382,1.0,0.0
383,1.0,0.0
384,1.0,0.0
385,1.0,0.0
386,1.0,0.0
387,0.0,1.0
388,1.0,0.0
389,1.0,0.0
390,1.0,0.0
391,1.0,0.0
392,1.0,0.0
393,0.0,1.0
394,0.0,1.0
395,1.0,0.0
396,1.0,0.0
397,1.0,0.0
398,1.0,0.0
399,1.0,0.0
400,1.0,0.0
401,0.0,1.0
402,0.0,1.0
403,1.0,0.0
404,1.0,0.0
405,1.0,0.0
406,1.0,0.0
407,1.0,0.0
408,0.0,1.0
409,0.0,1.0
410,1.0,0.0
411,1.0,0.0
412,1.0,0.0
413,1.0,0.0
414,1.0,0.0
415,1.0,0.0
416,0.0,1.0
417,1.0,0.0
418,1.0,0.0
419,1.0,0.0
420,1.0,0.0
421,1.0,0.0
422,0.0,1.0
423,0.0,1.0
424,1.0,0.0
425,1.0,0.0
426,1.0,0.0
427,1.0,0.0
428,1.0,0.0
429,0.0,1.0
430,0.0,1.0
431,1.0,0.0
432,1.0,0.0
433,1.0,0.0
434,1.0,0.0
435,0.0,1.0
436,0.0,1.0
437,1.0,0.0
438,1.0,0.0
439,1.0,0.0
440,1.0,0.0
441,1.0,0.0
442,1.0,0.0
443,0.0,1.0
444,0.0,1.0
445,1.0,0.0
446,1.0,0.0
447,1.0,0.0
448,1.0,0.0
449,1.0,0.0
450,1.0,0.0
451,0.0,1.0
452,0.0,1.0
453,1.0,0.0
454,1.0,0.0
455,1.0,0.0
456,1.0,0.0
457,1.0,0.0
458,0.0,1.0
459,0.0,1.0
460,0.0,1.0
461,0.0,1.0
462,0.0,1.0
463,0.0,1.0
464,0.0,1.0
465,0.0,1.0
466,0.0,1.0
467,0.0,1.0
468,0.0,1.0
469,0.0,1.0
470,0.0,1.0
471,0.0,1.0
472,0.0,1.0
473,0.0,1.0
474,0.0,1.0
475,0.0,1.0
476,0.0,1.0
477,0.0,1.0
478,0.0,1.0
479,0.0,1.0
480,0.0,1.0
481,0.0,1.0
482,0.0,1.0
483,0.0,1.0
484,0.0,1.0
485,0.0,1.0
486,0.0,1.0
487,0.0,1.0
488,0.0,1.0
489,0.0,1.0
490,0.0,1.0
491,0.0,1.0
492,0.0,1.0
493,0.0,1.0
494,0.0,1.0
495,0.0,1.0
496,0.0,1.0
497,0.0,1.0
498,0.0,1.0
499,0.0,1.0
500,0.0,1.0
